"stationID";"security";"dockingCostPerVolume";"maxShipVolumeDockable";"officeRentalCost";"operationID";"stationTypeID";"corporationID";"solarSystemID";"constellationID";"regionID";"stationName";"x";"y";"z";"reprocessingEfficiency";"reprocessingStationsTake";"reprocessingHangarFlag"
"60009157";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30004095";"20000598";"10000052";"Kador Prime IX - TransStellar Shipping Storage";"851.201.187.840,00";"-109.254.942.720,00";"1.701.283.553.280,00";"0,50";"0,05";"4"
"60009160";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30004975";"20000728";"10000064";"Mesybier II - TransStellar Shipping Storage";"-20.901.027.840,00";"-4.227.194.880,00";"-82.797.649.920,00";"0,50";"0,05";"4"
"60009163";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30004974";"20000728";"10000064";"Jolevier VII - Moon 17 - TransStellar Shipping Storage";"1.685.225.840.640,00";"-140.937.830.400,00";"-106.296.729.600,00";"0,50";"0,05";"4"
"60009166";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30004977";"20000728";"10000064";"Yvangier V - TransStellar Shipping Storage";"-132.440.924.160,00";"14.751.375.360,00";"291.455.016.960,00";"0,50";"0,05";"4"
"60009169";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30004976";"20000728";"10000064";"Charmerout X - TransStellar Shipping Storage";"1.787.754.209.280,00";"-278.115.409.920,00";"-2.171.821.301.760,00";"0,50";"0,05";"4"
"60009172";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30004976";"20000728";"10000064";"Charmerout IX - Moon 2 - TransStellar Shipping Storage";"2.006.746.521.600,00";"-312.178.974.720,00";"765.752.647.680,00";"0,50";"0,05";"4"
"60009175";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30004975";"20000728";"10000064";"Mesybier X - TransStellar Shipping Storage";"2.582.171.197.440,00";"522.561.822.720,00";"-275.908.976.640,00";"0,50";"0,05";"4"
"60009178";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003001";"20000440";"10000036";"Mili V - Moon 1 - TransStellar Shipping Storage";"-284.126.699.520,00";"37.238.661.120,00";"-103.033.282.560,00";"0,50";"0,05";"4"
"60009181";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003003";"20000440";"10000036";"Halenan VIII - Moon 6 - TransStellar Shipping Storage";"229.817.917.440,00";"12.129.853.440,00";"446.600.601.600,00";"0,50";"0,05";"4"
"60009184";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003004";"20000440";"10000036";"Ulerah I - Moon 2 - TransStellar Shipping Storage";"406.767.575.040,00";"-15.803.473.920,00";"-42.407.485.440,00";"0,50";"0,05";"4"
"60009187";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003003";"20000440";"10000036";"Halenan III - TransStellar Shipping Storage";"71.067.033.600,00";"3.753.369.600,00";"-26.503.618.560,00";"0,50";"0,05";"4"
"60009190";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003004";"20000440";"10000036";"Ulerah II - Moon 7 - TransStellar Shipping Storage";"1.994.368.819.200,00";"-77.482.844.160,00";"-439.345.274.880,00";"0,50";"0,05";"4"
"60009193";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003001";"20000440";"10000036";"Mili VIII - Moon 9 - TransStellar Shipping Storage";"-1.176.692.858.880,00";"154.222.141.440,00";"-240.329.318.400,00";"0,50";"0,05";"4"
"60009196";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30005235";"20000765";"10000067";"Malma X - Moon 2 - TransStellar Shipping Storage";"1.726.539.079.680,00";"338.717.368.320,00";"-846.154.260.480,00";"0,50";"0,05";"4"
"60009199";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30005235";"20000765";"10000067";"Malma I - TransStellar Shipping Storage";"72.667.914.240,00";"14.251.499.520,00";"37.263.728.640,00";"0,50";"0,05";"4"
"60009202";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30005231";"20000765";"10000067";"Pashanai IV - Moon 18 - TransStellar Shipping Storage";"932.160.430.080,00";"-58.868.490.240,00";"532.466.196.480,00";"0,50";"0,05";"4"
"60009205";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30005235";"20000765";"10000067";"Malma VI - TransStellar Shipping Storage";"-422.743.449.600,00";"-82.931.589.120,00";"-322.185.830.400,00";"0,50";"0,05";"4"
"60009208";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30005232";"20000765";"10000067";"Pamah V - Moon 9 - TransStellar Shipping Storage";"-2.006.581.862.400,00";"154.973.921.280,00";"104.431.902.720,00";"0,50";"0,05";"4"
"60009211";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30005234";"20000765";"10000067";"Beke IV - TransStellar Shipping Storage";"-145.882.275.840,00";"29.560.135.680,00";"131.975.700.480,00";"0,50";"0,05";"4"
"60009214";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003451";"20000503";"10000042";"Dantbeinn IV - Moon 3 - TransStellar Shipping Storage";"483.872.317.440,00";"41.503.334.400,00";"-722.311.618.560,00";"0,50";"0,05";"4"
"60009217";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003451";"20000503";"10000042";"Dantbeinn IV - TransStellar Shipping Storage";"484.001.341.440,00";"41.494.487.040,00";"-722.323.169.280,00";"0,50";"0,05";"4"
"60009220";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003448";"20000503";"10000042";"Nifflung VII - Moon 9 - TransStellar Shipping Storage";"-236.488.089.600,00";"-38.912.778.240,00";"-818.778.808.320,00";"0,50";"0,05";"4"
"60009223";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003452";"20000503";"10000042";"Irgrus IV - Moon 13 - TransStellar Shipping Storage";"1.411.885.424.640,00";"-69.315.993.600,00";"-215.999.324.160,00";"0,50";"0,05";"4"
"60009226";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003451";"20000503";"10000042";"Dantbeinn III - Moon 6 - TransStellar Shipping Storage";"225.719.132.160,00";"19.361.341.440,00";"214.293.258.240,00";"0,50";"0,05";"4"
"60009229";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003449";"20000503";"10000042";"Hakeri III - TransStellar Shipping Storage";"90.651.893.760,00";"4.835.696.640,00";"-9.050.972.160,00";"0,50";"0,05";"4"
"60009232";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003453";"20000504";"10000042";"Orduin IX - Moon 4 - TransStellar Shipping Storage";"-27.744.706.560,00";"2.590.433.280,00";"-4.408.428.748.800,00";"0,50";"0,05";"4"
"60009235";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003453";"20000504";"10000042";"Orduin VIII - Moon 12 - TransStellar Shipping Storage";"1.623.448.166.400,00";"-151.572.848.640,00";"-733.800.161.280,00";"0,50";"0,05";"4"
"60009238";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003453";"20000504";"10000042";"Orduin VIII - Moon 7 - TransStellar Shipping Storage";"1.629.148.815.360,00";"-152.104.673.280,00";"-734.650.736.640,00";"0,50";"0,05";"4"
"60009241";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003453";"20000504";"10000042";"Orduin II - Moon 1 - TransStellar Shipping Storage";"60.175.933.440,00";"-5.618.196.480,00";"-52.913.971.200,00";"0,50";"0,05";"4"
"60009244";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003453";"20000504";"10000042";"Orduin IV - Moon 5 - TransStellar Shipping Storage";"225.024.614.400,00";"-21.009.408.000,00";"-72.560.762.880,00";"0,50";"0,05";"4"
"60009247";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003453";"20000504";"10000042";"Orduin V - Moon 3 - TransStellar Shipping Storage";"-443.240.325.120,00";"41.382.912.000,00";"57.604.055.040,00";"0,50";"0,05";"4"
"60009250";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003361";"20000490";"10000041";"VSIG-K VIII - Moon 3 - TransStellar Shipping Storage";"3.799.408.926.720,00";"193.710.366.720,00";"2.576.433.930.240,00";"0,50";"0,05";"4"
"60009253";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003362";"20000490";"10000041";"RSS-KA VIII - Moon 19 - TransStellar Shipping Storage";"-2.879.556.771.840,00";"-442.699.407.360,00";"80.095.764.480,00";"0,50";"0,05";"4"
"60009256";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003364";"20000490";"10000041";"DCHR-L VIII - Moon 10 - TransStellar Shipping Storage";"305.019.740.160,00";"-50.346.024.960,00";"873.479.577.600,00";"0,50";"0,05";"4"
"60009259";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003361";"20000490";"10000041";"VSIG-K V - Moon 8 - TransStellar Shipping Storage";"704.628.695.040,00";"35.925.073.920,00";"446.384.578.560,00";"0,50";"0,05";"4"
"60009262";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003362";"20000490";"10000041";"RSS-KA VIII - Moon 15 - TransStellar Shipping Storage";"-2.883.673.497.600,00";"-443.331.256.320,00";"71.914.659.840,00";"0,50";"0,05";"4"
"60009265";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003361";"20000490";"10000041";"VSIG-K VIII - Moon 5 - TransStellar Shipping Storage";"3.799.161.692.160,00";"193.698.324.480,00";"2.576.882.442.240,00";"0,50";"0,05";"4"
"60009268";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003512";"20000512";"10000043";"Abaim VIII - Moon 1 - TransStellar Shipping Storage";"-54.378.455.040,00";"-3.532.431.360,00";"777.115.361.280,00";"0,50";"0,05";"4"
"60009271";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003507";"20000512";"10000043";"Teshi I - Moon 1 - TransStellar Shipping Storage";"-29.104.005.120,00";"5.892.464.640,00";"-67.157.975.040,00";"0,50";"0,05";"4"
"60009274";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003510";"20000512";"10000043";"Sorzielang VII - Moon 1 - TransStellar Shipping Storage";"1.018.616.094.720,00";"113.871.052.800,00";"-276.758.568.960,00";"0,50";"0,05";"4"
"60009277";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003511";"20000512";"10000043";"Somouh V - Moon 6 - TransStellar Shipping Storage";"332.164.669.440,00";"12.638.330.880,00";"-5.268.725.760,00";"0,50";"0,05";"4"
"60009280";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003508";"20000512";"10000043";"Sayartchen II - TransStellar Shipping Storage";"85.745.295.360,00";"5.930.065.920,00";"65.229.496.320,00";"0,50";"0,05";"4"
"60009283";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30003507";"20000512";"10000043";"Teshi II - Moon 6 - TransStellar Shipping Storage";"8.682.332.160,00";"-1.757.798.400,00";"-191.476.654.080,00";"0,50";"0,05";"4"
"60009286";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30001654";"20000244";"10000020";"Matyas VII - Moon 19 - TransStellar Shipping Storage";"4.034.710.609.920,00";"-464.835.747.840,00";"6.358.698.270.720,00";"0,50";"0,05";"4"
"60009289";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30001653";"20000244";"10000020";"Jarzalad VIII - Moon 8 - TransStellar Shipping Storage";"1.865.891.389.440,00";"-296.184.422.400,00";"661.088.870.400,00";"0,50";"0,05";"4"
"60009292";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30001652";"20000244";"10000020";"Pimsu VIII - Moon 6 - TransStellar Shipping Storage";"641.864.540.160,00";"-128.289.792.000,00";"1.076.330.864.640,00";"0,50";"0,05";"4"
"60009295";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30001653";"20000244";"10000020";"Jarzalad VII - Moon 3 - TransStellar Shipping Storage";"498.474.885.120,00";"-79.125.995.520,00";"840.743.608.320,00";"0,50";"0,05";"4"
"60009298";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30001650";"20000244";"10000020";"Riramia VI - Moon 12 - TransStellar Shipping Storage";"33.143.070.720,00";"-649.175.040,00";"687.569.756.160,00";"0,50";"0,05";"4"
"60009301";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000094";"30001653";"20000244";"10000020";"Jarzalad IV - Moon 6 - TransStellar Shipping Storage";"-3.890.012.160,00";"617.472.000,00";"-217.668.771.840,00";"0,50";"0,05";"4"
"60009304";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30003039";"20000445";"10000037";"Leremblompes VIII - Moon 2 - Federal Freight Storage";"4.631.204.044.800,00";"493.776.445.440,00";"-3.480.884.060.160,00";"0,50";"0,05";"4"
"60009307";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30003042";"20000445";"10000037";"Alachene VII - Moon 13 - Federal Freight Storage";"121.347.072.000,00";"-15.126.650.880,00";"-1.691.600.609.280,00";"0,50";"0,05";"4"
"60009310";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30003043";"20000445";"10000037";"Uphene IX - Moon 13 - Federal Freight Storage";"-1.559.334.051.840,00";"-120.496.250.880,00";"-2.889.904.988.160,00";"0,50";"0,05";"4"
"60009313";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30003041";"20000445";"10000037";"Colcer IX - Moon 9 - Federal Freight Storage";"-427.440.906.240,00";"-60.047.892.480,00";"842.168.770.560,00";"0,50";"0,05";"4"
"60009316";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30003586";"20000522";"10000044";"Gererique IV - Moon 1 - Federal Freight Storage";"-190.551.367.680,00";"-27.989.483.520,00";"-685.703.700.480,00";"0,50";"0,05";"4"
"60009319";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30003586";"20000522";"10000044";"Gererique II - Moon 1 - Federal Freight Storage";"-154.897.489.920,00";"-22.752.583.680,00";"66.663.997.440,00";"0,50";"0,05";"4"
"60009322";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30003586";"20000522";"10000044";"Gererique III - Moon 1 - Federal Freight Storage";"311.336.755.200,00";"45.731.635.200,00";"-208.810.352.640,00";"0,50";"0,05";"4"
"60009325";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30003584";"20000522";"10000044";"Sarline IX - Moon 26 - Federal Freight Storage";"2.774.957.137.920,00";"-121.977.692.160,00";"1.337.020.784.640,00";"0,50";"0,05";"4"
"60009328";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30003800";"20000555";"10000048";"Alperaute V - Moon 5 - Federal Freight Storage";"-1.265.475.624.960,00";"134.937.845.760,00";"827.884.462.080,00";"0,50";"0,05";"4"
"60009331";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30003804";"20000555";"10000048";"Pain IV - Moon 14 - Federal Freight Storage";"202.405.109.760,00";"-4.293.550.080,00";"1.020.774.850.560,00";"0,50";"0,05";"4"
"60009334";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30003802";"20000555";"10000048";"Cumemare I - Federal Freight Storage";"54.563.266.560,00";"8.791.695.360,00";"24.270.397.440,00";"0,50";"0,05";"4"
"60009337";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30003801";"20000555";"10000048";"Aunsou I - Federal Freight Storage";"-80.702.545.920,00";"-3.063.275.520,00";"23.697.530.880,00";"0,50";"0,05";"4"
"60009340";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30002718";"20000398";"10000032";"Rancer VI - Moon 3 - Federal Freight Storage";"-494.659.706.880,00";"70.059.171.840,00";"-2.633.676.840.960,00";"0,50";"0,05";"4"
"60009343";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30002718";"20000398";"10000032";"Rancer VII - Moon 22 - Federal Freight Storage";"-5.219.194.675.200,00";"739.201.966.080,00";"2.244.085.555.200,00";"0,50";"0,05";"4"
"60009346";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30002719";"20000398";"10000032";"Miroitem VII - Moon 14 - Federal Freight Storage";"-70.858.629.120,00";"9.145.344.000,00";"830.781.235.200,00";"0,50";"0,05";"4"
"60009349";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30002721";"20000398";"10000032";"Rorsins II - Moon 1 - Federal Freight Storage";"-78.903.521.280,00";"2.103.951.360,00";"-495.552.000.000,00";"0,50";"0,05";"4"
"60009352";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30003028";"20000443";"10000037";"Aclan X - Moon 19 - Federal Freight Storage";"844.642.099.200,00";"-115.226.419.200,00";"-1.073.212.907.520,00";"0,50";"0,05";"4"
"60009355";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30003029";"20000443";"10000037";"Jaschercis III - Moon 1 - Federal Freight Storage";"-808.475.074.560,00";"116.722.360.320,00";"614.914.007.040,00";"0,50";"0,05";"4"
"60009358";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30003028";"20000443";"10000037";"Aclan V - Moon 1 - Federal Freight Storage";"126.141.358.080,00";"-17.208.238.080,00";"-96.292.085.760,00";"0,50";"0,05";"4"
"60009361";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30003026";"20000443";"10000037";"Blameston VI - Moon 2 - Federal Freight Storage";"6.457.519.595.520,00";"436.166.369.280,00";"1.675.741.470.720,00";"0,50";"0,05";"4"
"60009364";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30002674";"20000391";"10000032";"Gallareue I - Federal Freight Storage";"4.631.715.840,00";"-390.881.280,00";"41.137.643.520,00";"0,50";"0,05";"4"
"60009367";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30002672";"20000391";"10000032";"Inghenges VII - Federal Freight Storage";"75.309.834.240,00";"-13.355.704.320,00";"-4.530.746.449.920,00";"0,50";"0,05";"4"
"60009370";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30002673";"20000391";"10000032";"Estene I - Moon 1 - Federal Freight Storage";"47.681.986.560,00";"-6.992.486.400,00";"-30.648.115.200,00";"0,50";"0,05";"4"
"60009373";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30002673";"20000391";"10000032";"Estene VI - Moon 3 - Federal Freight Storage";"280.898.150.400,00";"-41.193.431.040,00";"-1.330.305.884.160,00";"0,50";"0,05";"4"
"60009376";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30003787";"20000553";"10000048";"Agoze XII - Moon 8 - Federal Freight Storage";"-2.760.366.366.720,00";"116.614.471.680,00";"-2.262.209.372.160,00";"0,50";"0,05";"4"
"60009379";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30003792";"20000553";"10000048";"Ostingele VI - Moon 4 - Federal Freight Storage";"666.540.810.240,00";"-93.359.923.200,00";"-146.695.004.160,00";"0,50";"0,05";"4"
"60009382";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30003789";"20000553";"10000048";"Brarel V - Moon 3 - Federal Freight Storage";"2.723.442.647.040,00";"472.981.217.280,00";"-779.197.931.520,00";"0,50";"0,05";"4"
"60009385";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30003788";"20000553";"10000048";"Intaki VII - Moon 1 - Federal Freight Storage";"1.941.140.643.840,00";"116.916.019.200,00";"-4.250.755.522.560,00";"0,50";"0,05";"4"
"60009388";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30002647";"20000387";"10000032";"Ignoitton V - Moon 11 - Federal Freight Storage";"-1.291.548.057.600,00";"156.758.384.640,00";"1.972.920.606.720,00";"0,50";"0,05";"4"
"60009391";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30002643";"20000387";"10000032";"Faurent I - Federal Freight Storage";"18.152.693.760,00";"538.828.800,00";"52.448.993.280,00";"0,50";"0,05";"4"
"60009394";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30002643";"20000387";"10000032";"Faurent V - Moon 2 - Federal Freight Storage";"28.562.595.840,00";"846.520.320,00";"-567.381.319.680,00";"0,50";"0,05";"4"
"60009397";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30002646";"20000387";"10000032";"Direrie V - Moon 17 - Federal Freight Storage";"-2.213.454.520.320,00";"-403.179.970.560,00";"765.430.210.560,00";"0,50";"0,05";"4"
"60009400";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30005321";"20000778";"10000068";"Jovainnon VI - Federal Freight Storage";"-318.642.462.720,00";"-15.093.227.520,00";"-124.131.287.040,00";"0,50";"0,05";"4"
"60009403";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30005320";"20000778";"10000068";"Hevrice VI - Moon 6 - Federal Freight Storage";"430.863.851.520,00";"11.855.093.760,00";"558.149.345.280,00";"0,50";"0,05";"4"
"60009406";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30005321";"20000778";"10000068";"Jovainnon IV - Federal Freight Storage";"178.510.848.000,00";"8.454.266.880,00";"-112.448.593.920,00";"0,50";"0,05";"4"
"60009409";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30005320";"20000778";"10000068";"Hevrice V - Federal Freight Storage";"-182.071.173.120,00";"-5.005.762.560,00";"-421.805.137.920,00";"0,50";"0,05";"4"
"60009412";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30002703";"20000395";"10000032";"Brybier I - Moon 1 - Federal Freight Storage";"-1.341.490.913.280,00";"-145.300.316.160,00";"-364.858.859.520,00";"0,50";"0,05";"4"
"60009415";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30002699";"20000395";"10000032";"Brapelille X - Moon 6 - Federal Freight Storage";"2.044.882.329.600,00";"-136.867.799.040,00";"-1.143.948.533.760,00";"0,50";"0,05";"4"
"60009418";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30002700";"20000395";"10000032";"Bawilan I - Federal Freight Storage";"-44.924.559.360,00";"-545.464.320,00";"31.712.256.000,00";"0,50";"0,05";"4"
"60009421";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000095";"30002699";"20000395";"10000032";"Brapelille IV - Moon 2 - Federal Freight Storage";"-192.601.989.120,00";"12.890.480.640,00";"-59.697.684.480,00";"0,50";"0,05";"4"
"60009424";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000096";"30003830";"20000560";"10000048";"Orvolle III - Moon 1 - Inner Zone Shipping Storage";"-38.784.000.000,00";"-1.915.576.320,00";"-184.574.238.720,00";"0,50";"0,05";"4"
"60009427";"500";"0,00";"50.000.000,00";"10000";"26";"3870";"1000096";"30003835";"20000560";"10000048";"Maut VIII - Inner Zone Shipping Storage";"975.271.403.520,00";"-6.205.071.360,00";"-5.009.488.158.720,00";"0,50";"0,05";"4"
"60009430";"500";"0,00";"50.000.000,00";"10000";"7";"3865";"1000097";"30003570";"20000520";"10000044";"Elore IV - Moon 1 - Material Acquisition Mining Outpost";"27.217.551.360,00";"-3.674.480.640,00";"-299.126.906.880,00";"0,32";"0,05";"4"
"60009433";"500";"0,00";"50.000.000,00";"10000";"7";"3865";"1000097";"30003566";"20000520";"10000044";"Aimoguier V - Material Acquisition Mining Outpost";"452.886.405.120,00";"-31.663.841.280,00";"-26.533.847.040,00";"0,32";"0,05";"4"
"60009436";"500";"0,00";"50.000.000,00";"10000";"9";"3865";"1000097";"30003572";"20000520";"10000044";"Vevelonel VI - Moon 3 - Material Acquisition Mineral Reserve";"-321.607.311.360,00";"-44.488.335.360,00";"-665.474.211.840,00";"0,50";"0,05";"4"
"60009439";"500";"0,00";"50.000.000,00";"10000";"7";"3865";"1000097";"30003569";"20000520";"10000044";"Cadelanne V - Material Acquisition Mining Outpost";"-11.005.992.960,00";"-43.130.880,00";"505.180.938.240,00";"0,32";"0,05";"4"
"60009442";"500";"0,00";"50.000.000,00";"10000";"9";"3865";"1000097";"30003607";"20000525";"10000044";"Straloin IX - Moon 10 - Material Acquisition Mineral Reserve";"-1.634.240.471.040,00";"64.927.211.520,00";"616.392.253.440,00";"0,50";"0,05";"4"
"60009445";"500";"0,00";"50.000.000,00";"10000";"7";"3865";"1000097";"30003607";"20000525";"10000044";"Straloin IX - Moon 17 - Material Acquisition Mining Outpost";"-1.627.277.598.720,00";"64.649.748.480,00";"624.924.303.360,00";"0,32";"0,05";"4"
"60009448";"500";"0,00";"50.000.000,00";"10000";"8";"3867";"1000097";"30003604";"20000525";"10000044";"Pochelympe VI - Material Acquisition Refinery";"358.879.764.480,00";"-30.162.493.440,00";"430.396.661.760,00";"0,50";"0,05";"4"
"60009451";"500";"0,00";"50.000.000,00";"10000";"7";"3865";"1000097";"30003607";"20000525";"10000044";"Straloin IX - Moon 15 - Material Acquisition Mining Outpost";"-1.634.218.106.880,00";"64.927.703.040,00";"612.314.849.280,00";"0,32";"0,05";"4"
"60009454";"500";"0,00";"50.000.000,00";"10000";"9";"3865";"1000097";"30005026";"20000735";"10000064";"Cat VII - Moon 4 - Material Acquisition Mineral Reserve";"-1.631.669.821.440,00";"-29.349.519.360,00";"4.136.714.035.200,00";"0,50";"0,05";"4"
"60009457";"500";"0,00";"50.000.000,00";"10000";"9";"3865";"1000097";"30005027";"20000735";"10000064";"Ommare IX - Moon 4 - Material Acquisition Mineral Reserve";"-2.618.387.128.320,00";"18.807.644.160,00";"1.723.378.360.320,00";"0,50";"0,05";"4"
"60009460";"500";"0,00";"50.000.000,00";"10000";"9";"3865";"1000097";"30005027";"20000735";"10000064";"Ommare VIII - Material Acquisition Mineral Reserve";"-1.586.248.212.480,00";"11.385.446.400,00";"1.613.847.797.760,00";"0,50";"0,05";"4"
"60009463";"500";"0,00";"50.000.000,00";"10000";"7";"3865";"1000097";"30005029";"20000735";"10000064";"Vale II - Moon 1 - Material Acquisition Mining Outpost";"-251.167.088.640,00";"-31.931.719.680,00";"79.759.810.560,00";"0,32";"0,05";"4"
"60009466";"500";"0,00";"50.000.000,00";"10000";"7";"3865";"1000097";"30003817";"20000557";"10000048";"Ommaerrer VIII - Moon 5 - Material Acquisition Mining Outpost";"-495.603.671.040,00";"40.794.562.560,00";"-383.011.921.920,00";"0,32";"0,05";"4"
"60009469";"500";"0,00";"50.000.000,00";"10000";"7";"3865";"1000097";"30003814";"20000557";"10000048";"Mollin VI - Moon 5 - Material Acquisition Mining Outpost";"713.547.816.960,00";"133.214.576.640,00";"-381.504.430.080,00";"0,32";"0,05";"4"
"60009472";"500";"0,00";"50.000.000,00";"10000";"7";"3865";"1000097";"30003816";"20000557";"10000048";"Vilinnon I - Material Acquisition Mining Outpost";"130.870.026.240,00";"-4.049.510.400,00";"-82.803.793.920,00";"0,32";"0,05";"4"
"60009475";"500";"0,00";"50.000.000,00";"10000";"8";"3867";"1000097";"30003812";"20000557";"10000048";"Osmallanais VII - Moon 9 - Material Acquisition Refinery";"-641.819.074.560,00";"-75.553.382.400,00";"1.786.364.190.720,00";"0,50";"0,05";"4"
