"typeID";"groupID";"typeName";"description";"graphicID";"radius";"mass";"volume";"capacity";"portionSize";"raceID";"basePrice";"published";"marketGroupID";"chanceOfDuplicating"
"16.411";"326";"Microcell Nanite Reflective Membrane I";"A enhanced version of the standard Reflective armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2.066";"10,00";"1,00";"5,00";"0,00";"1";"";"0,00";"true";"541";"0,07"
"16.413";"326";"Radioisotope Reflective Membrane I";"A enhanced version of the standard Reflective armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2.066";"10,00";"1,00";"5,00";"0,00";"1";"";"0,00";"true";"541";"0,07"
"16.415";"326";"N-Type Reflective Membrane I";"A enhanced version of the standard Reflective armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2.066";"10,00";"1,00";"5,00";"0,00";"1";"";"0,00";"true";"541";"0,07"
"16.417";"326";"Voltaic Nanite Regenerative Membrane I";"A enhanced version of the standard Regenerative armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2.066";"10,00";"1,00";"5,00";"0,00";"1";"";"0,00";"true";"541";"0,07"
"16.419";"326";"Microcell Nanite Regenerative Membrane I";"A enhanced version of the standard Regenerative armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2.066";"10,00";"1,00";"5,00";"0,00";"1";"";"0,00";"true";"541";"0,07"
"16.421";"326";"Radioisotope Regenerative Membrane I";"A enhanced version of the standard Regenerative armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2.066";"10,00";"1,00";"5,00";"0,00";"1";"";"0,00";"true";"541";"0,07"
"16.423";"326";"N-Type Regenerative Membrane I";"A enhanced version of the standard Regenerative armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2.066";"10,00";"1,00";"5,00";"0,00";"1";"";"0,00";"true";"541";"0,07"
"16.425";"326";"Voltaic Nanite Thermic Membrane I";"A enhanced version of the standard Thermic armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2.066";"10,00";"1,00";"5,00";"0,00";"1";"";"0,00";"true";"541";"0,07"
"16.427";"326";"Microcell Nanite Thermic Membrane I";"A enhanced version of the standard Thermic armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2.066";"10,00";"1,00";"5,00";"0,00";"1";"";"0,00";"true";"541";"0,07"
"16.429";"326";"Radioisotope Thermic Membrane I";"A enhanced version of the standard Thermic armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2.066";"10,00";"1,00";"5,00";"0,00";"1";"";"0,00";"true";"541";"0,07"
"16.431";"326";"N-Type Thermic Membrane I";"A enhanced version of the standard Thermic armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2.066";"10,00";"1,00";"5,00";"0,00";"1";"";"0,00";"true";"541";"0,07"
"16.433";"325";"Small I-ax Regenerative Projector";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0,00";"20,00";"5,00";"0,00";"1";"";"4.996,00";"true";"537";"0,07"
"16.435";"325";"Small Coaxial Regenerative Projector";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0,00";"20,00";"5,00";"0,00";"1";"";"4.996,00";"true";"537";"0,07"
"16.437";"325";"Small 'Arup' I Remote Bulwark Reconstruction";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0,00";"20,00";"5,00";"0,00";"1";"";"4.996,00";"true";"537";"0,07"
"16.439";"325";"Small 'Solace' I Remote Bulwark Reconstruction";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0,00";"20,00";"5,00";"0,00";"1";"";"4.996,00";"true";"537";"0,07"
"16.441";"325";"Medium I-ax Regenerative Projector";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0,00";"20,00";"10,00";"0,00";"1";"";"12.470,00";"true";"537";"0,07"
"16.443";"325";"Medium Coaxial Regenerative Projector";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0,00";"20,00";"10,00";"0,00";"1";"";"12.470,00";"true";"537";"0,07"
"16.445";"325";"Medium 'Arup' I Remote Bulwark Reconstruction";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0,00";"20,00";"10,00";"0,00";"1";"";"12.470,00";"true";"537";"0,07"
"16.447";"325";"Medium 'Solace' I Remote Bulwark Reconstruction";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0,00";"20,00";"10,00";"0,00";"1";"";"12.470,00";"true";"537";"0,07"
"16.449";"325";"Large I-ax Regenerative Projector";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0,00";"20,00";"50,00";"0,00";"1";"";"31.244,00";"true";"537";"0,07"
"16.451";"325";"Large Coaxial Regenerative Projector";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0,00";"20,00";"50,00";"0,00";"1";"";"31.244,00";"true";"537";"0,07"
"16.453";"325";"Large 'Arup' I Remote Bulwark Reconstruction";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0,00";"20,00";"50,00";"0,00";"1";"";"31.244,00";"true";"537";"0,07"
"16.455";"325";"Large 'Solace' I Remote Bulwark Reconstruction";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0,00";"20,00";"50,00";"0,00";"1";"";"31.244,00";"true";"537";"0,07"
"16.457";"367";"Cross-linked Bolt Array I";"A computer system designed for monitoring and guiding missiles in flight, thus allowing for superior effectivenes and lethality. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2.531";"1,00";"1,00";"5,00";"0,00";"1";"";"0,00";"true";"645";"0,07"
"16.459";"367";"Muon Coil Bolt Array I";"A computer system designed for monitoring and guiding missiles in flight, thus allowing for superior effectivenes and lethality. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2.531";"1,00";"1,00";"5,00";"0,00";"1";"";"0,00";"true";"645";"0,07"
"16.461";"367";"Multiphasic Bolt Array I";"A computer system designed for monitoring and guiding missiles in flight, thus allowing for superior effectivenes and lethality. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2.531";"1,00";"1,00";"5,00";"0,00";"1";"";"0,00";"true";"645";"0,07"
"16.463";"367";"'Pandemonium' I Ballistic Enhancement";"A computer system designed for monitoring and guiding missiles in flight, thus allowing for superior effectivenes and lethality. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2.531";"1,00";"1,00";"5,00";"0,00";"1";"";"0,00";"true";"645";"0,07"
"16.465";"71";"Medium Rudimentary Energy Destabilizer I";"Neutralizes a portion of the energy in the target ship's capacitor.";"1.283";"0,00";"2.000,00";"5,00";"0,00";"1";"";"0,00";"true";"690";"0,07"
"16.467";"71";"Medium 'Gremlin' Power Core Disruptor I";"Neutralizes a portion of the energy in the target ship's capacitor.";"1.283";"0,00";"2.000,00";"5,00";"0,00";"1";"";"0,00";"true";"690";"0,07"
"16.469";"71";"50W Infectious Power System Malfunction";"Neutralizes a portion of the energy in the target ship's capacitor.";"1.283";"0,00";"2.000,00";"5,00";"0,00";"1";"";"0,00";"true";"690";"0,07"
"16.471";"71";"Medium Unstable Power Fluctuator I";"Neutralizes a portion of the energy in the target ship's capacitor.";"1.283";"0,00";"2.000,00";"5,00";"0,00";"1";"";"0,00";"true";"690";"0,07"
"16.473";"71";"Heavy Rudimentary Energy Destabilizer I";"Neutralizes a portion of the energy in the target ship's capacitor.";"1.283";"0,00";"2.000,00";"5,00";"0,00";"1";"";"0,00";"true";"691";"0,07"
"16.475";"71";"Heavy 'Gremlin' Power Core Disruptor I";"Neutralizes a portion of the energy in the target ship's capacitor.";"1.283";"0,00";"2.000,00";"5,00";"0,00";"1";"";"0,00";"true";"691";"0,07"
"16.477";"71";"500W Infectious Power System Malfunction";"Neutralizes a portion of the energy in the target ship's capacitor.";"1.283";"0,00";"2.000,00";"5,00";"0,00";"1";"";"0,00";"true";"691";"0,07"
"16.479";"71";"Heavy Unstable Power Fluctuator I";"Neutralizes a portion of the energy in the target ship's capacitor.";"1.283";"0,00";"2.000,00";"5,00";"0,00";"1";"";"0,00";"true";"691";"0,07"
"16.481";"67";"Large Asymmetric Energy Succor I";"Transfers capacitor energy to another ship";"1.035";"1.000,00";"1.000,00";"5,00";"0,00";"1";"";"78.840,00";"true";"697";"0,07"
"16.483";"67";"Large Murky Energy Transmitter I";"Transfers capacitor energy to another ship";"1.035";"1.000,00";"1.000,00";"5,00";"0,00";"1";"";"78.840,00";"true";"697";"0,07"
"16.485";"67";"Large Partial E95c Power Conduit";"Transfers capacitor energy to another ship";"1.035";"1.000,00";"1.000,00";"5,00";"0,00";"1";"";"78.840,00";"true";"697";"0,07"
"16.487";"67";"Large 'Regard' I Power Projector";"Transfers capacitor energy to another ship";"1.035";"1.000,00";"1.000,00";"5,00";"0,00";"1";"";"78.840,00";"true";"697";"0,07"
"16.489";"67";"Medium Asymmetric Energy Succor I";"Transfers capacitor energy to another ship";"1.035";"1.000,00";"1.000,00";"5,00";"0,00";"1";"";"30.000,00";"true";"696";"0,07"
"16.491";"67";"Medium Murky Energy Transmitter I";"Transfers capacitor energy to another ship";"1.035";"1.000,00";"1.000,00";"5,00";"0,00";"1";"";"30.000,00";"true";"696";"0,07"
"16.493";"67";"Medium Partial E95b Power Conduit";"Transfers capacitor energy to another ship";"1.035";"1.000,00";"1.000,00";"5,00";"0,00";"1";"";"30.000,00";"true";"696";"0,07"
"16.495";"67";"Medium 'Regard' I Power Projector";"Transfers capacitor energy to another ship";"1.035";"1.000,00";"1.000,00";"5,00";"0,00";"1";"";"30.000,00";"true";"696";"0,07"
"16.497";"68";"Heavy 'Ghoul' Energy Siphon I";"Drains energy from the target ship and adds it to your own. This huge unit is designed for battleship class ships";"1.029";"0,00";"1.000,00";"5,00";"0,00";"1";"";"0,00";"true";"694";"0,07"
"16.499";"68";"Heavy 'Knave' I Energy Drain";"Drains energy from the target ship and adds it to your own. This huge unit is designed for battleship class ships";"1.029";"0,00";"1.000,00";"5,00";"0,00";"1";"";"0,00";"true";"694";"0,07"
"16.501";"68";"E500 Prototype Energy Vampire";"Drains energy from the target ship and adds it to your own. This huge unit is designed for battleship class ships";"1.029";"0,00";"1.000,00";"5,00";"0,00";"1";"";"0,00";"true";"694";"0,07"
"16.503";"68";"Heavy Diminishing Power System Drain I";"Drains energy from the target ship and adds it to your own. This huge unit is designed for battleship class ships";"1.029";"0,00";"1.000,00";"5,00";"0,00";"1";"";"0,00";"true";"694";"0,07"
"16.505";"68";"Medium 'Ghoul' Energy Siphon I";"Drains energy from the target ship and adds it to your own. This is a more powerful version  designed for cruiser class ships";"1.029";"0,00";"1.000,00";"5,00";"0,00";"1";"";"0,00";"true";"693";"0,07"
"16.507";"68";"Medium 'Knave' I Energy Drain";"Drains energy from the target ship and adds it to your own. This is a more powerful version  designed for cruiser class ships";"1.029";"0,00";"1.000,00";"5,00";"0,00";"1";"";"0,00";"true";"693";"0,07"
"16.509";"68";"E50 Prototype Energy Vampire";"Drains energy from the target ship and adds it to your own. This is a more powerful version  designed for cruiser class ships";"1.029";"0,00";"1.000,00";"5,00";"0,00";"1";"";"0,00";"true";"693";"0,07"
"16.511";"68";"Medium Diminishing Power System Drain I";"Drains energy from the target ship and adds it to your own. This is a more powerful version  designed for cruiser class ships";"1.029";"0,00";"1.000,00";"5,00";"0,00";"1";"";"0,00";"true";"693";"0,07"
"16.513";"506";"'Malkuth' Cruise Launcher I";"A battleship mounted launcher used for long range standoffs with other battleships, but less suitable for bombardment of deployed structures. Contains a huge missile capacity, but has a slow firing rate and trouble targeting small, fast ships.";"2.530";"0,00";"0,00";"20,00";"2,10";"1";"";"80.118,00";"true";"643";"0,07"
"16.515";"506";"'Limos' Cruise Launcher I";"A battleship mounted launcher used for long range standoffs with other battleships, but less suitable for bombardment of deployed structures. Contains a huge missile capacity, but has a slow firing rate and trouble targeting small, fast ships.";"2.530";"0,00";"0,00";"20,00";"2,20";"1";"";"80.118,00";"true";"643";"0,07"
"16.517";"506";"XT-9000 Cruise Launcher";"A battleship mounted launcher used for long range standoffs with other battleships, but less suitable for bombardment of deployed structures. Contains a huge missile capacity, but has a slow firing rate and trouble targeting small, fast ships.";"2.530";"0,00";"0,00";"20,00";"2,30";"1";"";"80.118,00";"true";"643";"0,07"
"16.519";"506";"'Arbalest' Cruise Launcher I";"A battleship mounted launcher used for long range standoffs with other battleships, but less suitable for bombardment of deployed structures. Contains a huge missile capacity, but has a slow firing rate and trouble targeting small, fast ships.";"2.530";"0,00";"0,00";"20,00";"2,40";"1";"";"80.118,00";"true";"643";"0,07"
"16.521";"507";"'Malkuth' Rocket Launcher I";"A tiny launcher that can carry a very limited supply of rockets. Not really intended as a primary weapon but rather as a cheap supplementary weapon system";"1.345";"0,00";"0,00";"5,00";"0,30";"1";"";"0,00";"true";"639";"0,07"
"16.523";"507";"'Limos' Rocket Launcher I";"A tiny launcher that can carry a very limited supply of rockets. Not really intended as a primary weapon but rather as a cheap supplementary weapon system";"1.345";"0,00";"0,00";"5,00";"0,30";"1";"";"0,00";"true";"639";"0,07"
"16.525";"507";"OE-5200 Rocket Launcher";"A tiny launcher that can carry a very limited supply of rockets. Not really intended as a primary weapon but rather as a cheap supplementary weapon system";"1.345";"0,00";"0,00";"5,00";"0,30";"1";"";"0,00";"true";"639";"0,07"
"16.527";"507";"'Arbalest' Rocket Launcher I";"A tiny launcher that can carry a very limited supply of rockets. Not really intended as a primary weapon but rather as a cheap supplementary weapon system";"1.345";"0,00";"0,00";"5,00";"0,30";"1";"";"0,00";"true";"639";"0,07"
"16.529";"338";"Ionic Field Accelerator I";"Focuses and amplifies the effiency of shield boosting modules. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2.104";"500,00";"0,00";"5,00";"0,00";"1";"";"0,00";"true";"613";"0,07"
"16.531";"338";"5a Prototype Shield Support I";"Focuses and amplifies the effiency of shield boosting modules. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2.104";"500,00";"0,00";"5,00";"0,00";"1";"";"0,00";"true";"613";"0,07"
"16.533";"338";"'Stalwart' I Particle Field Magnifier";"Focuses and amplifies the effiency of shield boosting modules. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2.104";"500,00";"0,00";"5,00";"0,00";"1";"";"0,00";"true";"613";"0,07"
"16.535";"338";"'Copasetic' I Particle Field Acceleration";"Focuses and amplifies the effiency of shield boosting modules. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2.104";"500,00";"0,00";"5,00";"0,00";"1";"";"0,00";"true";"613";"0,07"
"16.537";"339";"Micro B66 Core Augmentation";"Supplements the main Power core providing more power";"2.105";"500,00";"0,00";"5,00";"0,00";"1";"";"0,00";"true";"660";"0,07"
"16.539";"339";"Micro B88 Core Augmentation";"Supplements the main Power core providing more power";"2.105";"500,00";"0,00";"5,00";"0,00";"1";"";"0,00";"true";"660";"0,07"
"16.541";"339";"Micro K-Exhaust Core Augmentation";"Supplements the main Power core providing more power";"2.105";"500,00";"0,00";"5,00";"0,00";"1";"";"0,00";"true";"660";"0,07"
"16.543";"339";"Micro 'Vigor' I Core Augmentation";"Supplements the main Power core providing more power";"2.105";"500,00";"0,00";"5,00";"0,00";"1";"";"0,00";"true";"660";"0,07"
"16.545";"337";"Pleasure Cruiser";"A large pleasure cruiser, built for casual exploration of space while the inhabitants endulge themselves in various luxuries.";"330";"287,00";"13.075.000,00";"115.000,00";"3.200,00";"1";"";"0,00";"true";"";"0,00"
"16.546";"278";"Bureaucratic Connections";"Understanding of corporate bureaucracies.

Improves loyalty point gain by 5% per level when working for agents in the following corporation divisions:

Administration	
Internal Security
Personnel
Storage
Archives	
Financial";"33";"0,00";"0,00";"0,01";"0,00";"1";"";"20.000.000,00";"true";"376";"0,00"
"16.547";"278";"Financial Connections";"Understanding of Corporate Finances.

Improves loyalty point gain by 5% per level when working for agents in the following corporation divisions:

Public Relations	
Marketing	
Legal	
Accounting	
Financial	
Distribution";"33";"0,00";"0,00";"0,01";"0,00";"1";"";"20.000.000,00";"true";"376";"0,00"
"16.548";"278";"Political Connections";"Understanding of political concepts and stratagems.

Improves loyalty point gain by 5% per level when working for agents in the following corporation divisions: 

Security
Legal
Administration
Advisory
Command	
Public Relations";"33";"0,00";"0,00";"0,01";"0,00";"1";"";"20.000.000,00";"true";"376";"0,00"
"16.549";"278";"Military Connections";"Understanding of military culture.

Improves loyalty point gain by 5% per level when working for agents in the following corporation divisions:

Intelligence
Security	
Astrosurveying	
Command	
Internal Security	
Surveillance";"33";"0,00";"0,00";"0,01";"0,00";"1";"";"20.000.000,00";"true";"376";"0,00"
"16.550";"278";"Labor Connections";"Understanding of corporate culture on the industrial level and the plight of the worker.

Improves loyalty point gain by 5% per level when working for agents in the following corporation divisions:   

Manufacturing
Production
Personnel
Mining
Astrosurveying";"33";"0,00";"0,00";"0,01";"0,00";"1";"";"20.000.000,00";"true";"376";"0,00"
"16.551";"278";"Trade Connections";"Understanding of the way trade is conducted at the corporate level.

Improves loyalty point gain by 5% per level when working for agents in the following corporation divisions:     

Distribution
Storage
Production
Accounting
Mining
Marketing";"33";"0,00";"0,00";"0,01";"0,00";"1";"";"20.000.000,00";"true";"376";"0,00"
"16.552";"278";"High Tech Connections";"Understanding of high-tech corporate culture.

Improves loyalty point gain by 5% per level when working for agents in the following corporation divisions:
 
Archives
Advisory
Intelligence
Manufacturing
Surveillance";"33";"0,00";"0,00";"0,01";"0,00";"1";"";"20.000.000,00";"true";"376";"0,00"
"16.553";"337";"Wallekon Nezmar";"A secret agent working for the Minmatar Republic - flies an Ammatar ship due to his undercover job as a pilot within the Ammatar Fleet.  Threat level: Very high";"1.744";"40,00";"1.265.000,00";"18.100,00";"235,00";"1";"2";"0,00";"true";"";"0,07"
"16.554";"337";"Velzion Drekin";"A secret agent working for the Minmatar Republic - flies an Ammatar ship due to his undercover job as a pilot within the Ammatar Fleet.  Threat level: Very high";"1.744";"40,00";"1.265.000,00";"18.100,00";"235,00";"1";"2";"0,00";"true";"";"0,07"
"16.555";"337";"Terrens Glokuir";"A secret agent working for the Minmatar Republic - flies an Ammatar ship due to his undercover job as a pilot within the Ammatar Fleet.  Threat Level = Extraordinary";"2.385";"198,00";"12.500.000,00";"120.000,00";"280,00";"1";"2";"0,00";"true";"";"0,07"
"16.556";"337";"Karbim Dula";"A secret agent working for the Minmatar Republic - flies an Ammatar ship due to his undercover job as a pilot within the Ammatar Fleet.  Threat Level = Extraordinary";"1.739";"134,43";"12.750.000,00";"118.000,00";"280,00";"1";"2";"0,00";"true";"";"0,07"
"16.557";"337";"Guerin Marduke";"A secret agent working for the Ammatar - flies a Minmatar ship due to his undercover job as a pilot within the Minmatar Fleet.  Threat level: Very high";"1.891";"37,07";"1.200.000,00";"12.000,00";"80,00";"1";"2";"0,00";"true";"";"0,07"
"16.558";"337";"Jhelom Marek";"A secret agent working for the Ammatar - flies a Minmatar ship due to his undercover job as a pilot within the Minmatar Fleet.  Threat level: Very high";"1.891";"37,07";"1.200.000,00";"12.000,00";"80,00";"1";"2";"0,00";"true";"";"0,07"
"16.559";"337";"Malad Dorsin";"A secret agent working for the Ammatar - flies a Minmatar ship due to his undercover job as a pilot within the Minmatar Fleet. Threat level: Extraordinary";"2.382";"363,00";"12.500.000,00";"120.000,00";"300,00";"1";"2";"0,00";"true";"";"0,07"
"16.560";"337";"Umeni Kurr";"A secret agent working for the Ammatar - flies a Minmatar ship due to his undercover job as a pilot within the Minmatar Fleet. Threat level: Deadly";"1.887";"134,00";"10.250.000,00";"89.000,00";"300,00";"1";"2";"0,00";"true";"";"0,07"
"16.561";"337";"Angel Viper";"This is a fighter for the Arch Angels. It is protecting the assets of Arch Angels and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"338";"50,00";"1.645.000,00";"16.450,00";"120,00";"1";"2";"0,00";"true";"";"0,07"
"16.562";"337";"Angel Webifier";"This is a fighter for the Arch Angels. It is protecting the assets of Arch Angels and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"338";"50,00";"1.645.000,00";"16.450,00";"120,00";"1";"2";"0,00";"true";"";"0,07"
"16.563";"337";"Blood Wraith";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"1.764";"40,00";"2.860.000,00";"28.600,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"16.564";"337";"Blood Disciple";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"1.764";"20,50";"2.870.000,00";"28.700,00";"135,00";"1";"4";"0,00";"true";"";"0,00"
"16.565";"337";"Guristas Kyoukan";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"1.831";"39,00";"1.650.000,00";"16.500,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"16.566";"337";"Guristas Webifier";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"1.831";"45,98";"1.970.000,00";"19.700,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"16.567";"337";"Sansha's Demon";"This is a fighter for Sansha's Nation. It is protecting the assets of Sansha's Nation and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"1.237";"59,00";"2.112.000,00";"21.120,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"16.568";"337";"Sansha's Berserker";"This is a fighter for Sansha's Nation. It is protecting the assets of Sansha's Nation and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"1.237";"59,00";"2.112.000,00";"21.120,00";"200,00";"1";"1";"0,00";"true";"";"0,00"
"16.569";"337";"Guardian Veteran";"This is a fighter for the Serpentis Corporation. It is protecting the assets of the Serpentis Corporation and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"1.818";"36,16";"2.650.000,00";"26.500,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"16.570";"337";"Jenai Taen";"A secret agent working for the Amarr Empire - flies a Minmatar ship due to his undercover job as a pilot within the Minmatar Fleet.";"1.891";"37,07";"1.200.000,00";"28.700,00";"235,00";"1";"4";"0,00";"true";"";"0,07"
"16.571";"337";"Ralek Schult";"A secret agent working for the Amarr Empire - flies a Minmatar ship due to his undercover job as a pilot within the Minmatar Fleet.   Threat level: High";"1.891";"37,07";"1.200.000,00";"28.700,00";"315,00";"1";"4";"0,00";"true";"";"0,07"
"16.572";"337";"Thoriam Delvar";"A secret agent working for the Amarr Empire - flies a Minmatar ship due to his undercover job as a pilot within the Minmatar Fleet.  Threat level: Extraordinary";"1.885";"109,00";"11.500.000,00";"96.000,00";"235,00";"1";"4";"0,00";"true";"";"0,07"
"16.573";"337";"Zenin Mirae";"A secret agent working for the Amarr Empire - flies a Minmatar ship due to his undercover job as a pilot within the Minmatar Fleet.  Threat level: Deadly";"1.884";"123,03";"10.000.000,00";"80.000,00";"235,00";"1";"4";"0,00";"true";"";"0,07"
"16.574";"337";"Borain Doleni";"A secret agent working for the Thukker Tribe - flies a Khanid ship due to his undercover job as a pilot within the Khanid Navy.  Threat level: Deadly";"1.236";"174,00";"10.010.000,00";"100.100,00";"235,00";"1";"4";"0,00";"true";"";"0,07"
"16.575";"337";"Tsejani Kulvin";"A secret agent working for the Thukker Tribe - flies a Khanid ship due to his undercover job as a pilot within the Khanid Navy.  Threat level: Extraordinary";"1.855";"134,43";"12.750.000,00";"100.100,00";"235,00";"1";"2";"0,00";"true";"";"0,07"
"16.576";"337";"Oggenon Shafi";"A secret agent working for the Thukker Tribe - flies a Khanid ship due to his undercover job as a pilot within the Khanid Navy.   Threat level: High";"1.862";"20,50";"2.870.000,00";"28.700,00";"315,00";"1";"4";"0,00";"true";"";"0,07"
"16.577";"337";"Thomas Pulver";"A secret agent working for the Thukker Tribe - flies a Khanid ship due to his undercover job as a pilot within the Khanid Navy.";"1.736";"20,50";"2.870.000,00";"28.700,00";"235,00";"1";"4";"0,00";"true";"";"0,07"
"16.578";"337";"Zidan Kloveni";"A secret agent working for the Khanid Kingdom - flies a Minmatar ship due to his undercover job as a pilot within the Minmatar Fleet.  Threat level: Very high";"1.891";"37,07";"1.200.000,00";"12.000,00";"80,00";"1";"2";"0,00";"true";"";"0,07"
"16.579";"337";"Tudor Brem";"A secret agent working for the Khanid Kingdom - flies a Minmatar ship due to his undercover job as a pilot within the Minmatar Fleet.  Threat level: Very high";"1.891";"37,07";"1.200.000,00";"12.000,00";"80,00";"1";"2";"0,00";"true";"";"0,07"
"16.580";"337";"Maccen Aman";"A secret agent working for the Khanid Kingdom - flies a Minmatar ship due to his undercover job as a pilot within the Minmatar Fleet. Threat level: Extraordinary";"2.384";"345,00";"12.500.000,00";"120.000,00";"300,00";"1";"4";"0,00";"true";"";"0,07"
"16.581";"337";"Keizo Veron";"A secret agent working for the Khanid Kingdom - flies a Minmatar ship due to his undercover job as a pilot within the Minmatar Fleet. Threat level: Deadly";"1.887";"134,00";"10.250.000,00";"89.000,00";"300,00";"1";"4";"0,00";"true";"";"0,07"
"16.582";"337";"Kyani Torrin";"A secret agent working for the Caldari State - flies a Gallente ship due to his undercover job as a pilot within the Gallente Navy.";"1.808";"42,00";"2.650.000,00";"26.500,00";"140,00";"1";"8";"0,00";"true";"";"0,00"
"16.583";"337";"Aiko Temura";"A secret agent working for the Caldari State - flies a Gallente ship due to his undercover job as a pilot within the Gallente Navy.  Threat level: Very high";"1.807";"36,16";"2.040.000,00";"20.400,00";"200,00";"1";"1";"0,00";"true";"";"0,07"
"16.584";"337";"Juddi Temu";"A secret agent working for the Caldari State - flies a Gallente ship due to his undercover job as a pilot within the Gallente Navy. Threat level: Extraordinary";"2.383";"266,00";"12.500.000,00";"120.000,00";"265,00";"1";"1";"0,00";"true";"";"0,00"
"16.585";"337";"Kimo Sekuta";"A secret agent working for the Caldari State - flies a Gallente ship due to his undercover job as a pilot within the Gallente Navy. Threat level: Deadly";"1.804";"167,24";"12.000.000,00";"112.000,00";"265,00";"1";"1";"0,00";"true";"";"0,00"
"16.586";"337";"Ivan Minelli";"A secret agent working for the Gallente Federation - flies a Caldari ship due to his undercover job as a pilot within the Caldari Navy.";"1.791";"45,98";"1.970.000,00";"19.700,00";"235,00";"1";"8";"0,00";"true";"";"0,07"
"16.587";"337";"Torstan Kreoman";"A secret agent working for the Gallente Federation - flies a Caldari ship due to his undercover job as a pilot within the Caldari Navy. Threat level: Very high";"1.793";"47,00";"1.680.000,00";"17.400,00";"90,00";"1";"8";"0,00";"true";"";"0,07"
