"fromRegionID";"fromConstellationID";"fromSolarSystemID";"toSolarSystemID";"toConstellationID";"toRegionID"
"10.000.033";"20.000.411";"30.002.800";"30.002.768";"20.000.406";"10.000.033"
"10.000.033";"20.000.411";"30.002.800";"30.002.801";"20.000.411";"10.000.033"
"10.000.033";"20.000.411";"30.002.801";"30.002.800";"20.000.411";"10.000.033"
"10.000.033";"20.000.411";"30.002.801";"30.002.802";"20.000.411";"10.000.033"
"10.000.033";"20.000.411";"30.002.801";"30.002.803";"20.000.411";"10.000.033"
"10.000.033";"20.000.411";"30.002.801";"30.002.805";"20.000.411";"10.000.033"
"10.000.033";"20.000.411";"30.002.802";"30.000.139";"20.000.020";"10.000.002"
"10.000.033";"20.000.411";"30.002.802";"30.002.801";"20.000.411";"10.000.033"
"10.000.033";"20.000.411";"30.002.803";"30.002.768";"20.000.406";"10.000.033"
"10.000.033";"20.000.411";"30.002.803";"30.002.786";"20.000.408";"10.000.033"
"10.000.033";"20.000.411";"30.002.803";"30.002.801";"20.000.411";"10.000.033"
"10.000.033";"20.000.411";"30.002.803";"30.002.804";"20.000.411";"10.000.033"
"10.000.033";"20.000.411";"30.002.803";"30.002.805";"20.000.411";"10.000.033"
"10.000.033";"20.000.411";"30.002.804";"30.002.803";"20.000.411";"10.000.033"
"10.000.033";"20.000.411";"30.002.804";"30.002.805";"20.000.411";"10.000.033"
"10.000.033";"20.000.411";"30.002.805";"30.002.791";"20.000.409";"10.000.033"
"10.000.033";"20.000.411";"30.002.805";"30.002.801";"20.000.411";"10.000.033"
"10.000.033";"20.000.411";"30.002.805";"30.002.803";"20.000.411";"10.000.033"
"10.000.033";"20.000.411";"30.002.805";"30.002.804";"20.000.411";"10.000.033"
"10.000.033";"20.000.412";"30.002.806";"30.002.796";"20.000.410";"10.000.033"
"10.000.033";"20.000.412";"30.002.806";"30.002.807";"20.000.412";"10.000.033"
"10.000.033";"20.000.412";"30.002.807";"30.002.806";"20.000.412";"10.000.033"
"10.000.033";"20.000.412";"30.002.807";"30.002.808";"20.000.412";"10.000.033"
"10.000.033";"20.000.412";"30.002.807";"30.002.809";"20.000.412";"10.000.033"
"10.000.033";"20.000.412";"30.002.808";"30.002.807";"20.000.412";"10.000.033"
"10.000.033";"20.000.412";"30.002.809";"30.002.807";"20.000.412";"10.000.033"
"10.000.033";"20.000.412";"30.002.809";"30.002.810";"20.000.412";"10.000.033"
"10.000.033";"20.000.412";"30.002.809";"30.002.811";"20.000.412";"10.000.033"
"10.000.033";"20.000.412";"30.002.809";"30.002.813";"20.000.412";"10.000.033"
"10.000.033";"20.000.412";"30.002.810";"30.002.809";"20.000.412";"10.000.033"
"10.000.033";"20.000.412";"30.002.810";"30.002.811";"20.000.412";"10.000.033"
"10.000.033";"20.000.412";"30.002.811";"30.002.809";"20.000.412";"10.000.033"
"10.000.033";"20.000.412";"30.002.811";"30.002.810";"20.000.412";"10.000.033"
"10.000.033";"20.000.412";"30.002.811";"30.002.812";"20.000.412";"10.000.033"
"10.000.033";"20.000.412";"30.002.812";"30.002.811";"20.000.412";"10.000.033"
"10.000.033";"20.000.412";"30.002.812";"30.005.334";"20.000.780";"10.000.068"
"10.000.033";"20.000.412";"30.002.813";"30.001.376";"20.000.201";"10.000.016"
"10.000.033";"20.000.412";"30.002.813";"30.002.809";"20.000.412";"10.000.033"
"10.000.033";"20.000.413";"30.002.814";"30.002.787";"20.000.408";"10.000.033"
"10.000.033";"20.000.413";"30.002.814";"30.002.815";"20.000.413";"10.000.033"
"10.000.033";"20.000.413";"30.002.815";"30.002.780";"20.000.407";"10.000.033"
"10.000.033";"20.000.413";"30.002.815";"30.002.814";"20.000.413";"10.000.033"
"10.000.033";"20.000.413";"30.002.815";"30.002.816";"20.000.413";"10.000.033"
"10.000.033";"20.000.413";"30.002.815";"30.002.818";"20.000.413";"10.000.033"
"10.000.033";"20.000.413";"30.002.816";"30.002.815";"20.000.413";"10.000.033"
"10.000.033";"20.000.413";"30.002.816";"30.002.817";"20.000.413";"10.000.033"
"10.000.033";"20.000.413";"30.002.816";"30.002.818";"20.000.413";"10.000.033"
"10.000.033";"20.000.413";"30.002.816";"30.002.819";"20.000.413";"10.000.033"
"10.000.033";"20.000.413";"30.002.817";"30.002.816";"20.000.413";"10.000.033"
"10.000.033";"20.000.413";"30.002.818";"30.002.815";"20.000.413";"10.000.033"
"10.000.033";"20.000.413";"30.002.818";"30.002.816";"20.000.413";"10.000.033"
"10.000.033";"20.000.413";"30.002.818";"30.002.819";"20.000.413";"10.000.033"
"10.000.033";"20.000.413";"30.002.819";"30.002.816";"20.000.413";"10.000.033"
"10.000.033";"20.000.413";"30.002.819";"30.002.818";"20.000.413";"10.000.033"
"10.000.034";"20.000.414";"30.002.820";"30.002.822";"20.000.414";"10.000.034"
"10.000.034";"20.000.414";"30.002.820";"30.002.847";"20.000.418";"10.000.034"
"10.000.034";"20.000.414";"30.002.821";"30.002.822";"20.000.414";"10.000.034"
"10.000.034";"20.000.414";"30.002.822";"30.002.820";"20.000.414";"10.000.034"
"10.000.034";"20.000.414";"30.002.822";"30.002.821";"20.000.414";"10.000.034"
"10.000.034";"20.000.414";"30.002.822";"30.002.823";"20.000.414";"10.000.034"
"10.000.034";"20.000.414";"30.002.823";"30.002.822";"20.000.414";"10.000.034"
"10.000.034";"20.000.414";"30.002.823";"30.002.824";"20.000.414";"10.000.034"
"10.000.034";"20.000.414";"30.002.823";"30.002.826";"20.000.414";"10.000.034"
"10.000.034";"20.000.414";"30.002.824";"30.002.823";"20.000.414";"10.000.034"
"10.000.034";"20.000.414";"30.002.824";"30.002.825";"20.000.414";"10.000.034"
"10.000.034";"20.000.414";"30.002.824";"30.002.826";"20.000.414";"10.000.034"
"10.000.034";"20.000.414";"30.002.825";"30.002.824";"20.000.414";"10.000.034"
"10.000.034";"20.000.414";"30.002.826";"30.002.823";"20.000.414";"10.000.034"
"10.000.034";"20.000.414";"30.002.826";"30.002.824";"20.000.414";"10.000.034"
"10.000.034";"20.000.414";"30.002.826";"30.002.881";"20.000.423";"10.000.034"
"10.000.034";"20.000.415";"30.002.827";"30.002.828";"20.000.415";"10.000.034"
"10.000.034";"20.000.415";"30.002.827";"30.002.831";"20.000.415";"10.000.034"
"10.000.034";"20.000.415";"30.002.827";"30.002.850";"20.000.418";"10.000.034"
"10.000.034";"20.000.415";"30.002.828";"30.002.827";"20.000.415";"10.000.034"
"10.000.034";"20.000.415";"30.002.828";"30.002.829";"20.000.415";"10.000.034"
"10.000.034";"20.000.415";"30.002.829";"30.002.828";"20.000.415";"10.000.034"
"10.000.034";"20.000.415";"30.002.829";"30.002.830";"20.000.415";"10.000.034"
"10.000.034";"20.000.415";"30.002.830";"30.002.829";"20.000.415";"10.000.034"
"10.000.034";"20.000.415";"30.002.830";"30.002.832";"20.000.415";"10.000.034"
"10.000.034";"20.000.415";"30.002.831";"30.002.827";"20.000.415";"10.000.034"
"10.000.034";"20.000.415";"30.002.832";"30.002.830";"20.000.415";"10.000.034"
"10.000.034";"20.000.416";"30.002.833";"30.002.836";"20.000.416";"10.000.034"
"10.000.034";"20.000.416";"30.002.833";"30.002.837";"20.000.416";"10.000.034"
"10.000.034";"20.000.416";"30.002.833";"30.002.853";"20.000.419";"10.000.034"
"10.000.034";"20.000.416";"30.002.834";"30.002.835";"20.000.416";"10.000.034"
"10.000.034";"20.000.416";"30.002.834";"30.002.837";"20.000.416";"10.000.034"
"10.000.034";"20.000.416";"30.002.834";"30.002.838";"20.000.416";"10.000.034"
"10.000.034";"20.000.416";"30.002.835";"30.002.285";"20.000.335";"10.000.027"
"10.000.034";"20.000.416";"30.002.835";"30.002.834";"20.000.416";"10.000.034"
"10.000.034";"20.000.416";"30.002.835";"30.002.837";"20.000.416";"10.000.034"
"10.000.034";"20.000.416";"30.002.835";"30.002.838";"20.000.416";"10.000.034"
"10.000.034";"20.000.416";"30.002.836";"30.002.833";"20.000.416";"10.000.034"
"10.000.034";"20.000.416";"30.002.837";"30.001.097";"20.000.161";"10.000.013"
"10.000.034";"20.000.416";"30.002.837";"30.002.833";"20.000.416";"10.000.034"
"10.000.034";"20.000.416";"30.002.837";"30.002.834";"20.000.416";"10.000.034"
"10.000.034";"20.000.416";"30.002.837";"30.002.835";"20.000.416";"10.000.034"
"10.000.034";"20.000.416";"30.002.837";"30.002.838";"20.000.416";"10.000.034"
"10.000.034";"20.000.416";"30.002.838";"30.002.834";"20.000.416";"10.000.034"
"10.000.034";"20.000.416";"30.002.838";"30.002.835";"20.000.416";"10.000.034"
"10.000.034";"20.000.416";"30.002.838";"30.002.837";"20.000.416";"10.000.034"
"10.000.034";"20.000.417";"30.002.839";"30.002.840";"20.000.417";"10.000.034"
"10.000.034";"20.000.417";"30.002.839";"30.002.841";"20.000.417";"10.000.034"
"10.000.034";"20.000.417";"30.002.840";"30.002.839";"20.000.417";"10.000.034"
"10.000.034";"20.000.417";"30.002.840";"30.002.842";"20.000.417";"10.000.034"
"10.000.034";"20.000.417";"30.002.840";"30.002.843";"20.000.417";"10.000.034"
"10.000.034";"20.000.417";"30.002.840";"30.002.848";"20.000.418";"10.000.034"
"10.000.034";"20.000.417";"30.002.841";"30.002.839";"20.000.417";"10.000.034"
"10.000.034";"20.000.417";"30.002.841";"30.002.844";"20.000.417";"10.000.034"
"10.000.034";"20.000.417";"30.002.842";"30.002.840";"20.000.417";"10.000.034"
"10.000.034";"20.000.417";"30.002.842";"30.002.843";"20.000.417";"10.000.034"
"10.000.034";"20.000.417";"30.002.842";"30.002.845";"20.000.417";"10.000.034"
"10.000.034";"20.000.417";"30.002.843";"30.002.840";"20.000.417";"10.000.034"
"10.000.034";"20.000.417";"30.002.843";"30.002.842";"20.000.417";"10.000.034"
"10.000.034";"20.000.417";"30.002.844";"30.002.841";"20.000.417";"10.000.034"
"10.000.034";"20.000.417";"30.002.844";"30.002.861";"20.000.420";"10.000.034"
"10.000.034";"20.000.417";"30.002.844";"30.002.874";"20.000.422";"10.000.034"
"10.000.034";"20.000.417";"30.002.845";"30.002.842";"20.000.417";"10.000.034"
"10.000.034";"20.000.418";"30.002.846";"30.002.848";"20.000.418";"10.000.034"
"10.000.034";"20.000.418";"30.002.846";"30.002.851";"20.000.418";"10.000.034"
"10.000.034";"20.000.418";"30.002.846";"30.002.852";"20.000.418";"10.000.034"
"10.000.034";"20.000.418";"30.002.847";"30.002.289";"20.000.336";"10.000.027"
"10.000.034";"20.000.418";"30.002.847";"30.002.820";"20.000.414";"10.000.034"
"10.000.034";"20.000.418";"30.002.847";"30.002.848";"20.000.418";"10.000.034"
"10.000.034";"20.000.418";"30.002.847";"30.002.849";"20.000.418";"10.000.034"
"10.000.034";"20.000.418";"30.002.848";"30.002.840";"20.000.417";"10.000.034"
"10.000.034";"20.000.418";"30.002.848";"30.002.846";"20.000.418";"10.000.034"
"10.000.034";"20.000.418";"30.002.848";"30.002.847";"20.000.418";"10.000.034"
"10.000.034";"20.000.418";"30.002.849";"30.002.847";"20.000.418";"10.000.034"
"10.000.034";"20.000.418";"30.002.850";"30.001.084";"20.000.159";"10.000.013"
"10.000.034";"20.000.418";"30.002.850";"30.002.827";"20.000.415";"10.000.034"
"10.000.034";"20.000.418";"30.002.850";"30.002.851";"20.000.418";"10.000.034"
"10.000.034";"20.000.418";"30.002.851";"30.001.057";"20.000.155";"10.000.013"
"10.000.034";"20.000.418";"30.002.851";"30.002.846";"20.000.418";"10.000.034"
"10.000.034";"20.000.418";"30.002.851";"30.002.850";"20.000.418";"10.000.034"
"10.000.034";"20.000.418";"30.002.851";"30.002.858";"20.000.419";"10.000.034"
"10.000.034";"20.000.418";"30.002.852";"30.002.846";"20.000.418";"10.000.034"
"10.000.034";"20.000.419";"30.002.853";"30.002.833";"20.000.416";"10.000.034"
"10.000.034";"20.000.419";"30.002.853";"30.002.854";"20.000.419";"10.000.034"
"10.000.034";"20.000.419";"30.002.853";"30.002.858";"20.000.419";"10.000.034"
"10.000.034";"20.000.419";"30.002.853";"30.002.860";"20.000.419";"10.000.034"
"10.000.034";"20.000.419";"30.002.854";"30.002.853";"20.000.419";"10.000.034"
"10.000.034";"20.000.419";"30.002.854";"30.002.855";"20.000.419";"10.000.034"
"10.000.034";"20.000.419";"30.002.854";"30.002.856";"20.000.419";"10.000.034"
"10.000.034";"20.000.419";"30.002.854";"30.002.858";"20.000.419";"10.000.034"
"10.000.034";"20.000.419";"30.002.854";"30.002.859";"20.000.419";"10.000.034"
"10.000.034";"20.000.419";"30.002.854";"30.002.860";"20.000.419";"10.000.034"
"10.000.034";"20.000.419";"30.002.855";"30.002.854";"20.000.419";"10.000.034"
"10.000.034";"20.000.419";"30.002.855";"30.002.857";"20.000.419";"10.000.034"
"10.000.034";"20.000.419";"30.002.856";"30.002.854";"20.000.419";"10.000.034"
"10.000.034";"20.000.419";"30.002.857";"30.002.855";"20.000.419";"10.000.034"
"10.000.034";"20.000.419";"30.002.857";"30.002.868";"20.000.421";"10.000.034"
"10.000.034";"20.000.419";"30.002.858";"30.002.851";"20.000.418";"10.000.034"
"10.000.034";"20.000.419";"30.002.858";"30.002.853";"20.000.419";"10.000.034"
"10.000.034";"20.000.419";"30.002.858";"30.002.854";"20.000.419";"10.000.034"
"10.000.034";"20.000.419";"30.002.859";"30.002.854";"20.000.419";"10.000.034"
"10.000.034";"20.000.419";"30.002.859";"30.002.860";"20.000.419";"10.000.034"
"10.000.034";"20.000.419";"30.002.860";"30.002.853";"20.000.419";"10.000.034"
"10.000.034";"20.000.419";"30.002.860";"30.002.854";"20.000.419";"10.000.034"
"10.000.034";"20.000.419";"30.002.860";"30.002.859";"20.000.419";"10.000.034"
"10.000.034";"20.000.420";"30.002.861";"30.002.844";"20.000.417";"10.000.034"
"10.000.034";"20.000.420";"30.002.861";"30.002.862";"20.000.420";"10.000.034"
"10.000.034";"20.000.420";"30.002.862";"30.002.861";"20.000.420";"10.000.034"
"10.000.034";"20.000.420";"30.002.862";"30.002.863";"20.000.420";"10.000.034"
"10.000.034";"20.000.420";"30.002.862";"30.002.864";"20.000.420";"10.000.034"
"10.000.034";"20.000.420";"30.002.863";"30.002.862";"20.000.420";"10.000.034"
"10.000.034";"20.000.420";"30.002.863";"30.002.864";"20.000.420";"10.000.034"
"10.000.034";"20.000.420";"30.002.863";"30.002.865";"20.000.420";"10.000.034"
"10.000.034";"20.000.420";"30.002.863";"30.002.867";"20.000.420";"10.000.034"
"10.000.034";"20.000.420";"30.002.864";"30.002.862";"20.000.420";"10.000.034"
"10.000.034";"20.000.420";"30.002.864";"30.002.863";"20.000.420";"10.000.034"
"10.000.034";"20.000.420";"30.002.864";"30.002.865";"20.000.420";"10.000.034"
"10.000.034";"20.000.420";"30.002.865";"30.002.863";"20.000.420";"10.000.034"
"10.000.034";"20.000.420";"30.002.865";"30.002.864";"20.000.420";"10.000.034"
"10.000.034";"20.000.420";"30.002.865";"30.002.866";"20.000.420";"10.000.034"
"10.000.034";"20.000.420";"30.002.865";"30.002.867";"20.000.420";"10.000.034"
"10.000.034";"20.000.420";"30.002.866";"30.002.865";"20.000.420";"10.000.034"
"10.000.034";"20.000.420";"30.002.867";"30.002.863";"20.000.420";"10.000.034"
"10.000.034";"20.000.420";"30.002.867";"30.002.865";"20.000.420";"10.000.034"
"10.000.034";"20.000.420";"30.002.867";"30.002.873";"20.000.421";"10.000.034"
"10.000.034";"20.000.421";"30.002.868";"30.002.857";"20.000.419";"10.000.034"
"10.000.034";"20.000.421";"30.002.868";"30.002.869";"20.000.421";"10.000.034"
"10.000.034";"20.000.421";"30.002.868";"30.002.871";"20.000.421";"10.000.034"
"10.000.034";"20.000.421";"30.002.869";"30.002.868";"20.000.421";"10.000.034"
"10.000.034";"20.000.421";"30.002.869";"30.002.870";"20.000.421";"10.000.034"
"10.000.034";"20.000.421";"30.002.869";"30.002.871";"20.000.421";"10.000.034"
"10.000.034";"20.000.421";"30.002.869";"30.002.873";"20.000.421";"10.000.034"
"10.000.034";"20.000.421";"30.002.870";"30.002.869";"20.000.421";"10.000.034"
"10.000.034";"20.000.421";"30.002.870";"30.002.871";"20.000.421";"10.000.034"
"10.000.034";"20.000.421";"30.002.870";"30.002.872";"20.000.421";"10.000.034"
"10.000.034";"20.000.421";"30.002.871";"30.002.868";"20.000.421";"10.000.034"
"10.000.034";"20.000.421";"30.002.871";"30.002.869";"20.000.421";"10.000.034"
"10.000.034";"20.000.421";"30.002.871";"30.002.870";"20.000.421";"10.000.034"
"10.000.034";"20.000.421";"30.002.871";"30.002.873";"20.000.421";"10.000.034"
"10.000.034";"20.000.421";"30.002.872";"30.002.870";"20.000.421";"10.000.034"
"10.000.034";"20.000.421";"30.002.873";"30.002.867";"20.000.420";"10.000.034"
"10.000.034";"20.000.421";"30.002.873";"30.002.869";"20.000.421";"10.000.034"
"10.000.034";"20.000.421";"30.002.873";"30.002.871";"20.000.421";"10.000.034"
"10.000.034";"20.000.422";"30.002.874";"30.002.844";"20.000.417";"10.000.034"
"10.000.034";"20.000.422";"30.002.874";"30.002.875";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.874";"30.002.876";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.874";"30.002.877";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.874";"30.002.880";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.875";"30.002.874";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.875";"30.002.876";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.875";"30.002.877";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.875";"30.002.878";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.875";"30.002.879";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.876";"30.002.874";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.876";"30.002.875";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.876";"30.002.877";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.877";"30.002.874";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.877";"30.002.875";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.877";"30.002.876";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.877";"30.002.878";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.877";"30.002.880";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.878";"30.002.875";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.878";"30.002.877";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.878";"30.002.879";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.879";"30.002.875";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.879";"30.002.878";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.880";"30.002.874";"20.000.422";"10.000.034"
"10.000.034";"20.000.422";"30.002.880";"30.002.877";"20.000.422";"10.000.034"
"10.000.034";"20.000.423";"30.002.881";"30.002.826";"20.000.414";"10.000.034"
"10.000.034";"20.000.423";"30.002.881";"30.002.882";"20.000.423";"10.000.034"
"10.000.034";"20.000.423";"30.002.882";"30.002.881";"20.000.423";"10.000.034"
"10.000.034";"20.000.423";"30.002.882";"30.002.883";"20.000.423";"10.000.034"
"10.000.034";"20.000.423";"30.002.882";"30.002.884";"20.000.423";"10.000.034"
"10.000.034";"20.000.423";"30.002.882";"30.002.887";"20.000.423";"10.000.034"
"10.000.034";"20.000.423";"30.002.883";"30.002.882";"20.000.423";"10.000.034"
"10.000.034";"20.000.423";"30.002.884";"30.002.882";"20.000.423";"10.000.034"
"10.000.034";"20.000.423";"30.002.884";"30.002.885";"20.000.423";"10.000.034"
"10.000.034";"20.000.423";"30.002.884";"30.002.886";"20.000.423";"10.000.034"
"10.000.034";"20.000.423";"30.002.885";"30.002.884";"20.000.423";"10.000.034"
"10.000.034";"20.000.423";"30.002.886";"30.002.884";"20.000.423";"10.000.034"
"10.000.034";"20.000.423";"30.002.886";"30.002.888";"20.000.423";"10.000.034"
"10.000.034";"20.000.423";"30.002.887";"30.002.882";"20.000.423";"10.000.034"
"10.000.034";"20.000.423";"30.002.888";"30.002.886";"20.000.423";"10.000.034"
"10.000.035";"20.000.424";"30.002.889";"30.001.266";"20.000.184";"10.000.015"
"10.000.035";"20.000.424";"30.002.889";"30.002.890";"20.000.424";"10.000.035"
"10.000.035";"20.000.424";"30.002.889";"30.002.891";"20.000.424";"10.000.035"
"10.000.035";"20.000.424";"30.002.889";"30.002.892";"20.000.424";"10.000.035"
"10.000.035";"20.000.424";"30.002.890";"30.002.889";"20.000.424";"10.000.035"
"10.000.035";"20.000.424";"30.002.890";"30.002.891";"20.000.424";"10.000.035"
"10.000.035";"20.000.424";"30.002.890";"30.002.894";"20.000.424";"10.000.035"
"10.000.035";"20.000.424";"30.002.891";"30.002.889";"20.000.424";"10.000.035"
"10.000.035";"20.000.424";"30.002.891";"30.002.890";"20.000.424";"10.000.035"
"10.000.035";"20.000.424";"30.002.891";"30.002.893";"20.000.424";"10.000.035"
"10.000.035";"20.000.424";"30.002.891";"30.002.894";"20.000.424";"10.000.035"
"10.000.035";"20.000.424";"30.002.892";"30.002.889";"20.000.424";"10.000.035"
"10.000.035";"20.000.424";"30.002.893";"30.002.891";"20.000.424";"10.000.035"
"10.000.035";"20.000.424";"30.002.893";"30.002.895";"20.000.425";"10.000.035"
"10.000.035";"20.000.424";"30.002.894";"30.002.890";"20.000.424";"10.000.035"
"10.000.035";"20.000.424";"30.002.894";"30.002.891";"20.000.424";"10.000.035"
"10.000.035";"20.000.425";"30.002.895";"30.002.893";"20.000.424";"10.000.035"
"10.000.035";"20.000.425";"30.002.895";"30.002.896";"20.000.425";"10.000.035"
"10.000.035";"20.000.425";"30.002.895";"30.002.897";"20.000.425";"10.000.035"
"10.000.035";"20.000.425";"30.002.896";"30.002.895";"20.000.425";"10.000.035"
"10.000.035";"20.000.425";"30.002.896";"30.002.897";"20.000.425";"10.000.035"
"10.000.035";"20.000.425";"30.002.896";"30.002.898";"20.000.425";"10.000.035"
"10.000.035";"20.000.425";"30.002.897";"30.002.895";"20.000.425";"10.000.035"
"10.000.035";"20.000.425";"30.002.897";"30.002.896";"20.000.425";"10.000.035"
"10.000.035";"20.000.425";"30.002.897";"30.002.898";"20.000.425";"10.000.035"
"10.000.035";"20.000.425";"30.002.898";"30.002.896";"20.000.425";"10.000.035"
"10.000.035";"20.000.425";"30.002.898";"30.002.897";"20.000.425";"10.000.035"
"10.000.035";"20.000.425";"30.002.898";"30.002.899";"20.000.425";"10.000.035"
"10.000.035";"20.000.425";"30.002.898";"30.002.901";"20.000.425";"10.000.035"
"10.000.035";"20.000.425";"30.002.899";"30.002.898";"20.000.425";"10.000.035"
"10.000.035";"20.000.425";"30.002.899";"30.002.900";"20.000.425";"10.000.035"
"10.000.035";"20.000.425";"30.002.900";"30.002.899";"20.000.425";"10.000.035"
"10.000.035";"20.000.425";"30.002.901";"30.002.898";"20.000.425";"10.000.035"
"10.000.035";"20.000.425";"30.002.901";"30.002.902";"20.000.426";"10.000.035"
"10.000.035";"20.000.426";"30.002.902";"30.002.901";"20.000.425";"10.000.035"
"10.000.035";"20.000.426";"30.002.902";"30.002.903";"20.000.426";"10.000.035"
"10.000.035";"20.000.426";"30.002.902";"30.002.905";"20.000.426";"10.000.035"
"10.000.035";"20.000.426";"30.002.903";"30.002.902";"20.000.426";"10.000.035"
"10.000.035";"20.000.426";"30.002.903";"30.002.904";"20.000.426";"10.000.035"
"10.000.035";"20.000.426";"30.002.903";"30.002.905";"20.000.426";"10.000.035"
"10.000.035";"20.000.426";"30.002.904";"30.002.903";"20.000.426";"10.000.035"
"10.000.035";"20.000.426";"30.002.904";"30.002.905";"20.000.426";"10.000.035"
"10.000.035";"20.000.426";"30.002.904";"30.002.907";"20.000.426";"10.000.035"
"10.000.035";"20.000.426";"30.002.904";"30.002.908";"20.000.427";"10.000.035"
"10.000.035";"20.000.426";"30.002.905";"30.002.902";"20.000.426";"10.000.035"
"10.000.035";"20.000.426";"30.002.905";"30.002.903";"20.000.426";"10.000.035"
"10.000.035";"20.000.426";"30.002.905";"30.002.904";"20.000.426";"10.000.035"
"10.000.035";"20.000.426";"30.002.905";"30.002.906";"20.000.426";"10.000.035"
"10.000.035";"20.000.426";"30.002.906";"30.002.905";"20.000.426";"10.000.035"
"10.000.035";"20.000.426";"30.002.906";"30.003.681";"20.000.536";"10.000.046"
"10.000.035";"20.000.426";"30.002.907";"30.002.904";"20.000.426";"10.000.035"
"10.000.035";"20.000.426";"30.002.907";"30.002.915";"20.000.428";"10.000.035"
"10.000.035";"20.000.427";"30.002.908";"30.002.904";"20.000.426";"10.000.035"
"10.000.035";"20.000.427";"30.002.908";"30.002.909";"20.000.427";"10.000.035"
"10.000.035";"20.000.427";"30.002.909";"30.002.908";"20.000.427";"10.000.035"
"10.000.035";"20.000.427";"30.002.909";"30.002.910";"20.000.427";"10.000.035"
"10.000.035";"20.000.427";"30.002.909";"30.002.911";"20.000.427";"10.000.035"
"10.000.035";"20.000.427";"30.002.910";"30.002.909";"20.000.427";"10.000.035"
"10.000.035";"20.000.427";"30.002.911";"30.002.909";"20.000.427";"10.000.035"
"10.000.035";"20.000.427";"30.002.911";"30.002.912";"20.000.427";"10.000.035"
"10.000.035";"20.000.427";"30.002.911";"30.002.913";"20.000.427";"10.000.035"
"10.000.035";"20.000.427";"30.002.912";"30.002.911";"20.000.427";"10.000.035"
"10.000.035";"20.000.427";"30.002.913";"30.002.911";"20.000.427";"10.000.035"
"10.000.035";"20.000.427";"30.002.913";"30.002.914";"20.000.427";"10.000.035"
"10.000.035";"20.000.427";"30.002.913";"30.002.921";"20.000.429";"10.000.035"
"10.000.035";"20.000.427";"30.002.914";"30.002.913";"20.000.427";"10.000.035"
"10.000.035";"20.000.428";"30.002.915";"30.002.907";"20.000.426";"10.000.035"
"10.000.035";"20.000.428";"30.002.915";"30.002.916";"20.000.428";"10.000.035"
"10.000.035";"20.000.428";"30.002.916";"30.002.915";"20.000.428";"10.000.035"
"10.000.035";"20.000.428";"30.002.916";"30.002.917";"20.000.428";"10.000.035"
"10.000.035";"20.000.428";"30.002.916";"30.002.919";"20.000.428";"10.000.035"
"10.000.035";"20.000.428";"30.002.917";"30.002.916";"20.000.428";"10.000.035"
"10.000.035";"20.000.428";"30.002.917";"30.002.918";"20.000.428";"10.000.035"
"10.000.035";"20.000.428";"30.002.917";"30.002.919";"20.000.428";"10.000.035"
"10.000.035";"20.000.428";"30.002.918";"30.002.917";"20.000.428";"10.000.035"
"10.000.035";"20.000.428";"30.002.918";"30.002.920";"20.000.428";"10.000.035"
"10.000.035";"20.000.428";"30.002.919";"30.002.916";"20.000.428";"10.000.035"
"10.000.035";"20.000.428";"30.002.919";"30.002.917";"20.000.428";"10.000.035"
"10.000.035";"20.000.428";"30.002.920";"30.001.336";"20.000.194";"10.000.015"
"10.000.035";"20.000.428";"30.002.920";"30.002.918";"20.000.428";"10.000.035"
"10.000.035";"20.000.429";"30.002.921";"30.002.913";"20.000.427";"10.000.035"
"10.000.035";"20.000.429";"30.002.921";"30.002.922";"20.000.429";"10.000.035"
"10.000.035";"20.000.429";"30.002.921";"30.002.923";"20.000.429";"10.000.035"
"10.000.035";"20.000.429";"30.002.922";"30.002.921";"20.000.429";"10.000.035"
"10.000.035";"20.000.429";"30.002.922";"30.002.924";"20.000.429";"10.000.035"
"10.000.035";"20.000.429";"30.002.922";"30.002.925";"20.000.429";"10.000.035"
"10.000.035";"20.000.429";"30.002.923";"30.002.921";"20.000.429";"10.000.035"
