"regionID";"constellationID";"solarSystemID";"solarSystemName";"x";"y";"z";"xMin";"xMax";"yMin";"yMax";"zMin";"zMax";"luminosity";"border";"fringe";"corridor";"hub";"international";"regional";"constellation";"security";"factionID";"radius";"sunTypeID";"securityClass";"allianceID"
"10.000.022";"20.000.280";"30.001.895";"CBGG-0";"-177.345.344.514.966.000,00";"56.217.567.369.490.500,00";"317.441.800.229.031.000,00";"-177.345.516.426.794.000,00";"-177.343.280.604.581.000,00";"56.217.470.804.005.200,00";"56.217.575.416.632.000,00";"317.437.526.718.835.000,00";"317.442.446.016.292.000,00";"0,08";"true";"false";"false";"true";"false";"false";"true";"-0,12";"";"2.459.648.728.736,00";"3.798";"G";""
"10.000.022";"20.000.280";"30.001.896";"A4UG-O";"-179.952.310.313.338.000,00";"45.510.453.325.502.700,00";"318.538.732.806.641.000,00";"-179.954.260.626.111.000,00";"-179.948.906.163.628.000,00";"45.510.307.220.180.100,00";"45.510.537.032.193.200,00";"318.537.326.138.598.000,00";"318.539.875.723.096.000,00";"0,02";"false";"false";"false";"true";"false";"false";"false";"-0,13";"";"2.677.231.241.776,00";"3.800";"G";""
"10.000.022";"20.000.280";"30.001.897";"W-VXL9";"-178.643.589.351.951.000,00";"46.694.985.645.828.300,00";"314.624.723.404.860.000,00";"-178.644.692.404.540.000,00";"-178.643.265.812.944.000,00";"46.694.955.833.919.400,00";"46.695.087.241.466.400,00";"314.622.152.613.190.000,00";"314.625.506.099.072.000,00";"0,02";"false";"false";"false";"true";"false";"false";"false";"-0,16";"";"1.676.742.941.152,00";"7";"G";""
"10.000.022";"20.000.280";"30.001.898";"U2-BJ2";"-185.254.685.704.107.000,00";"39.014.100.654.334.800,00";"312.597.122.574.296.000,00";"-185.254.965.069.623.000,00";"-185.253.098.864.234.000,00";"39.014.054.130.452.400,00";"39.014.364.912.371.900,00";"312.596.180.400.043.000,00";"312.598.148.085.358.000,00";"0,03";"true";"false";"false";"true";"false";"false";"true";"-0,19";"";"983.842.657.408,00";"7";"G";""
"10.000.022";"20.000.281";"30.001.899";"UKYS-5";"-182.526.729.501.602.000,00";"59.131.125.434.135.900,00";"315.924.998.725.384.000,00";"-182.528.208.440.482.000,00";"-182.525.658.077.029.000,00";"59.130.842.346.943.000,00";"59.131.330.518.171.600,00";"315.924.595.745.839.000,00";"315.925.621.234.562.000,00";"0,02";"true";"false";"false";"true";"false";"false";"true";"-0,13";"";"1.275.181.726.544,00";"3.802";"G";""
"10.000.022";"20.000.281";"30.001.900";"RV5-DW";"-186.980.318.144.528.000,00";"68.132.419.232.627.200,00";"313.878.917.543.447.000,00";"-186.981.615.772.032.000,00";"-186.979.963.756.817.000,00";"68.132.359.599.527.400,00";"68.132.637.571.973.400,00";"313.878.030.043.103.000,00";"313.879.232.221.724.000,00";"0,02";"false";"false";"false";"true";"false";"false";"false";"-0,12";"";"826.007.607.360,00";"6";"G";""
"10.000.022";"20.000.281";"30.001.901";"KP-FQ1";"-181.101.005.537.827.000,00";"71.239.661.333.684.600,00";"313.664.480.703.470.000,00";"-181.101.105.667.494.000,00";"-181.098.169.145.213.000,00";"71.239.644.960.148.400,00";"71.240.124.926.397.500,00";"313.659.510.931.743.000,00";"313.671.528.481.879.000,00";"1,96";"false";"false";"true";"false";"false";"false";"false";"-0,11";"";"6.008.775.067.968,00";"3.801";"G";""
"10.000.022";"20.000.281";"30.001.902";"RLDS-R";"-187.498.459.585.756.000,00";"61.159.948.876.191.500,00";"319.616.272.786.243.000,00";"-187.498.771.441.671.000,00";"-187.498.207.291.402.000,00";"61.159.907.820.052.200,00";"61.159.999.624.584.000,00";"319.615.117.847.807.000,00";"319.616.350.489.041.000,00";"0,01";"false";"false";"false";"true";"false";"false";"false";"-0,10";"";"616.320.616.896,00";"3.798";"G";""
"10.000.022";"20.000.281";"30.001.903";"QM-O7J";"-175.023.146.839.761.000,00";"77.942.253.860.207.800,00";"303.793.676.574.322.000,00";"-175.024.758.474.766.000,00";"-175.019.955.766.113.000,00";"77.942.085.323.755.500,00";"77.942.587.566.183.600,00";"303.788.157.126.755.000,00";"303.796.481.631.116.000,00";"0,28";"true";"false";"false";"true";"false";"false";"true";"-0,14";"";"4.162.252.180.608,00";"3.802";"G";""
"10.000.022";"20.000.281";"30.001.904";"0-7XA8";"-184.904.853.788.212.000,00";"62.219.620.956.495.900,00";"327.365.779.513.777.000,00";"-184.907.530.017.195.000,00";"-184.900.922.870.527.000,00";"62.219.251.382.404.200,00";"62.220.163.796.941.500,00";"327.364.818.267.519.000,00";"327.367.198.347.518.000,00";"0,19";"true";"false";"true";"false";"false";"false";"true";"-0,07";"";"3.303.573.333.600,00";"3.797";"G";""
"10.000.022";"20.000.282";"30.001.905";"X5O1-L";"-160.217.323.201.710.000,00";"43.794.442.390.655.000,00";"358.760.162.934.205.000,00";"-160.217.642.923.301.000,00";"-160.214.002.503.531.000,00";"43.794.263.129.118.300,00";"43.794.459.651.115.400,00";"358.758.051.110.519.000,00";"358.761.820.281.426.000,00";"0,18";"true";"false";"true";"false";"false";"false";"true";"-0,01";"";"1.884.585.453.792,00";"3.797";"G";""
"10.000.022";"20.000.282";"30.001.906";"F-TVAP";"-160.955.242.542.101.000,00";"44.176.834.854.664.900,00";"362.060.789.392.519.000,00";"-160.955.525.063.728.000,00";"-160.954.906.793.706.000,00";"44.176.779.097.704.400,00";"44.176.881.772.072.700,00";"362.058.774.625.676.000,00";"362.061.765.947.461.000,00";"0,05";"false";"false";"true";"false";"false";"false";"false";"-0,01";"";"1.495.660.892.416,00";"3.802";"G";""
"10.000.022";"20.000.282";"30.001.907";"6Y-0TW";"-164.731.370.262.342.000,00";"35.054.555.452.120.000,00";"363.529.948.074.429.000,00";"-164.735.627.736.501.000,00";"-164.731.347.450.824.000,00";"35.054.552.077.450.600,00";"35.055.185.290.850.600,00";"363.529.800.493.230.000,00";"363.536.473.595.099.000,00";"1,52";"false";"false";"false";"true";"false";"false";"false";"-0,01";"";"3.336.550.934.528,00";"3.799";"G";""
"10.000.022";"20.000.282";"30.001.908";"TL-T9Z";"-164.504.353.244.157.000,00";"30.944.319.226.448.900,00";"369.375.036.713.659.000,00";"-164.508.605.947.144.000,00";"-164.502.087.334.900.000,00";"30.943.885.686.561.400,00";"30.945.132.909.201.800,00";"369.373.298.514.693.000,00";"369.376.285.715.712.000,00";"0,06";"false";"false";"true";"false";"false";"false";"false";"-0,01";"";"3.259.306.121.984,00";"7";"G";""
"10.000.022";"20.000.282";"30.001.909";"E7-WSY";"-166.537.486.408.274.000,00";"25.449.139.059.268.400,00";"370.048.098.250.666.000,00";"-166.541.943.756.673.000,00";"-166.537.315.589.767.000,00";"25.449.107.485.882.500,00";"25.449.962.922.461.600,00";"370.045.792.108.685.000,00";"370.048.639.144.561.000,00";"0,18";"false";"false";"true";"false";"false";"false";"false";"-0,01";"";"2.314.083.453.072,00";"8";"G";""
"10.000.022";"20.000.282";"30.001.910";"B-G1LG";"-168.893.437.213.271.000,00";"27.482.145.606.616.600,00";"366.064.140.123.681.000,00";"-168.893.870.141.075.000,00";"-168.892.108.440.891.000,00";"27.482.076.240.210.900,00";"27.482.358.510.411.700,00";"366.060.804.422.041.000,00";"366.065.178.198.068.000,00";"0,15";"false";"false";"true";"false";"false";"false";"false";"-0,01";"";"2.186.888.013.760,00";"6";"G";""
"10.000.022";"20.000.283";"30.001.911";"T-8UOF";"-187.799.015.463.170.000,00";"35.488.171.319.560.700,00";"307.259.007.711.432.000,00";"-187.800.495.989.541.000,00";"-187.798.894.201.612.000,00";"35.488.163.691.062.300,00";"35.488.264.345.718.400,00";"307.257.043.489.339.000,00";"307.262.590.003.733.000,00";"0,08";"true";"false";"false";"true";"false";"false";"true";"-0,24";"";"2.773.257.197.440,00";"8";"G";""
"10.000.022";"20.000.283";"30.001.912";"DP-2WP";"-188.760.273.407.718.000,00";"23.026.076.955.216.300,00";"303.182.206.404.743.000,00";"-188.769.035.611.983.000,00";"-188.756.919.450.333.000,00";"23.025.495.347.018.400,00";"23.026.299.580.206.000,00";"303.178.692.909.648.000,00";"303.182.296.299.175.000,00";"0,02";"false";"true";"false";"false";"false";"false";"false";"-0,28";"";"6.058.080.824.880,00";"3.800";"G1";""
"10.000.022";"20.000.283";"30.001.913";"MMR-LZ";"-192.821.581.233.516.000,00";"31.327.071.791.809.600,00";"300.139.510.359.212.000,00";"-192.823.499.885.295.000,00";"-192.821.092.618.959.000,00";"31.326.967.368.683.400,00";"31.327.098.385.314.400,00";"300.138.310.541.576.000,00";"300.141.579.166.409.000,00";"0,26";"false";"false";"false";"true";"false";"false";"false";"-0,32";"";"1.634.312.416.480,00";"3.799";"G1";""
"10.000.022";"20.000.283";"30.001.914";"I-ME3L";"-188.171.020.860.370.000,00";"28.260.957.121.649.100,00";"311.624.108.420.025.000,00";"-188.174.904.037.702.000,00";"-188.170.781.340.928.000,00";"28.260.936.451.393.700,00";"28.261.292.230.084.100,00";"311.622.343.783.477.000,00";"311.628.342.989.828.000,00";"0,58";"false";"true";"false";"false";"false";"false";"false";"-0,20";"";"2.999.603.175.616,00";"3.799";"G";""
"10.000.022";"20.000.283";"30.001.915";"YE17-R";"-188.150.392.313.031.000,00";"28.927.123.473.022.600,00";"298.186.802.045.936.000,00";"-188.153.800.168.436.000,00";"-188.149.311.540.548.000,00";"28.927.013.477.431.500,00";"28.927.158.357.207.300,00";"298.184.295.631.768.000,00";"298.188.753.972.518.000,00";"0,01";"false";"true";"false";"false";"false";"false";"false";"-0,35";"";"2.244.313.944.208,00";"3.800";"G1";""
"10.000.022";"20.000.283";"30.001.916";"T7-JNB";"-198.199.746.672.919.000,00";"43.141.414.307.392.400,00";"300.214.461.729.629.000,00";"-198.200.194.370.452.000,00";"-198.196.290.388.027.000,00";"43.140.823.881.473.600,00";"43.141.490.786.288.700,00";"300.210.540.397.641.000,00";"300.215.080.953.696.000,00";"0,43";"false";"false";"true";"false";"false";"false";"false";"-0,31";"";"2.270.278.027.744,00";"6";"G1";""
"10.000.022";"20.000.283";"30.001.917";"LB0-A1";"-209.256.883.561.262.000,00";"48.364.990.995.086.800,00";"293.216.469.759.223.000,00";"-209.258.834.210.897.000,00";"-209.250.294.641.254.000,00";"48.364.607.088.065.600,00";"48.365.104.652.949.000,00";"293.213.951.988.628.000,00";"293.218.151.083.059.000,00";"2,74";"false";"false";"false";"true";"false";"false";"false";"-0,34";"";"4.269.784.821.360,00";"9";"G1";""
"10.000.022";"20.000.283";"30.001.918";"S-BWWQ";"-211.021.669.043.790.000,00";"52.084.467.600.711.200,00";"302.818.837.924.314.000,00";"-211.027.389.461.109.000,00";"-211.020.519.284.126.000,00";"52.084.300.651.671.000,00";"52.085.298.220.899.300,00";"302.818.530.246.897.000,00";"302.821.237.380.016.000,00";"0,14";"false";"false";"true";"false";"false";"false";"false";"-0,22";"";"3.435.088.491.248,00";"7";"G";""
"10.000.022";"20.000.283";"30.001.919";"Z-R96X";"-186.137.137.299.889.000,00";"38.791.860.057.071.300,00";"303.661.812.777.449.000,00";"-186.138.540.247.013.000,00";"-186.136.790.683.514.000,00";"38.791.754.205.732.900,00";"38.791.886.217.747.900,00";"303.661.344.577.115.000,00";"303.662.301.813.303.000,00";"0,05";"false";"false";"true";"false";"false";"false";"false";"-0,28";"";"874.781.749.504,00";"6";"G1";""
"10.000.022";"20.000.283";"30.001.920";"J-AYLV";"-211.589.218.946.278.000,00";"52.904.353.191.572.400,00";"288.534.731.146.538.000,00";"-211.590.298.110.084.000,00";"-211.584.657.201.026.000,00";"52.904.130.572.828.700,00";"52.904.405.856.113.800,00";"288.533.129.172.551.000,00";"288.536.407.993.727.000,00";"3,21";"false";"false";"true";"false";"false";"false";"false";"-0,37";"";"2.820.454.529.024,00";"3.803";"G2";""
"10.000.022";"20.000.283";"30.001.921";"DABV-N";"-215.080.887.530.144.000,00";"51.063.715.127.302.200,00";"287.619.394.526.673.000,00";"-215.082.507.137.824.000,00";"-215.080.250.738.047.000,00";"51.063.631.058.959.800,00";"51.063.748.182.990.400,00";"287.618.789.265.827.000,00";"287.623.218.937.049.000,00";"0,18";"false";"false";"false";"true";"false";"false";"false";"-0,36";"";"2.214.835.611.024,00";"3.797";"G2";""
"10.000.022";"20.000.283";"30.001.922";"ZH-KEV";"-215.997.165.824.133.000,00";"55.598.109.192.496.100,00";"303.843.555.872.336.000,00";"-216.002.914.576.928.000,00";"-215.994.689.988.884.000,00";"55.597.979.972.766.100,00";"55.598.409.232.674.700,00";"303.839.766.381.828.000,00";"303.844.687.145.428.000,00";"1,03";"false";"false";"true";"false";"false";"false";"false";"-0,19";"";"4.112.294.022.064,00";"9";"G";""
"10.000.022";"20.000.284";"30.001.923";"LC-1ED";"-181.690.920.199.379.000,00";"83.377.355.635.748.700,00";"299.892.791.753.759.000,00";"-181.692.622.464.506.000,00";"-181.689.174.246.856.000,00";"83.377.116.466.844.400,00";"83.377.588.810.834.300,00";"299.890.069.076.463.000,00";"299.896.019.719.744.000,00";"0,21";"true";"false";"false";"true";"false";"false";"true";"-0,14";"";"2.975.321.640.256,00";"3.797";"G";""
"10.000.022";"20.000.284";"30.001.924";"RPS-0K";"-185.450.274.350.321.000,00";"74.242.977.194.827.000,00";"297.249.689.213.103.000,00";"-185.451.168.808.482.000,00";"-185.448.282.437.897.000,00";"74.242.943.437.149.500,00";"74.242.992.354.788.000,00";"297.247.005.740.531.000,00";"297.250.758.988.611.000,00";"0,03";"false";"false";"true";"false";"false";"false";"false";"-0,21";"";"1.876.624.039.744,00";"3.798";"G";""
"10.000.022";"20.000.284";"30.001.925";"VNPF-7";"-190.536.829.815.874.000,00";"83.903.078.072.410.200,00";"306.655.894.899.320.000,00";"-190.537.683.476.040.000,00";"-190.536.064.097.361.000,00";"83.903.033.976.700.000,00";"83.903.127.229.348.700,00";"306.653.218.566.324.000,00";"306.656.026.375.160.000,00";"0,18";"false";"false";"false";"true";"false";"false";"false";"-0,11";"";"1.403.904.418.240,00";"3.797";"G";""
"10.000.022";"20.000.284";"30.001.926";"CJF-1P";"-194.090.236.905.852.000,00";"83.129.353.047.146.100,00";"308.231.874.731.339.000,00";"-194.092.571.415.369.000,00";"-194.089.162.740.276.000,00";"83.129.181.347.147.700,00";"83.129.726.206.856.400,00";"308.229.714.421.051.000,00";"308.233.212.120.026.000,00";"0,01";"false";"false";"true";"false";"false";"false";"false";"-0,10";"";"1.748.849.487.136,00";"3.800";"G";""
"10.000.022";"20.000.284";"30.001.927";"U6-FCE";"-183.628.267.454.544.000,00";"81.773.175.384.379.800,00";"287.464.783.415.835.000,00";"-183.629.050.297.704.000,00";"-183.627.182.532.266.000,00";"81.773.143.105.321.100,00";"81.773.198.676.070.800,00";"287.462.290.980.833.000,00";"287.465.138.921.350.000,00";"0,02";"false";"false";"false";"true";"false";"false";"false";"-0,23";"";"1.423.970.258.384,00";"7";"G";""
"10.000.022";"20.000.284";"30.001.928";"L6B-0N";"-192.422.193.719.836.000,00";"86.928.375.867.410.500,00";"281.419.647.891.583.000,00";"-192.424.404.708.029.000,00";"-192.418.864.740.153.000,00";"86.927.728.904.352.800,00";"86.928.805.556.582.800,00";"281.414.303.399.041.000,00";"281.421.128.695.045.000,00";"0,43";"true";"false";"true";"false";"false";"false";"true";"-0,23";"";"3.412.648.001.888,00";"6";"G";""
"10.000.022";"20.000.284";"30.001.929";"Z-XMUC";"-194.105.347.831.842.000,00";"82.805.295.780.656.700,00";"302.144.922.993.184.000,00";"-194.105.918.197.746.000,00";"-194.102.658.090.906.000,00";"82.805.185.787.273.900,00";"82.805.814.481.880.400,00";"302.144.076.470.513.000,00";"302.149.880.411.739.000,00";"1,12";"false";"false";"true";"false";"false";"false";"false";"-0,13";"";"2.901.970.612.736,00";"3.803";"G";""
"10.000.022";"20.000.284";"30.001.930";"6QBH-S";"-175.662.411.107.901.000,00";"79.265.721.367.941.900,00";"285.878.121.468.529.000,00";"-175.665.112.130.747.000,00";"-175.660.787.368.583.000,00";"79.265.575.731.308.800,00";"79.265.963.626.835.200,00";"285.873.722.220.442.000,00";"285.884.332.897.041.000,00";"0,17";"false";"true";"false";"false";"false";"false";"false";"-0,25";"";"5.305.338.299.616,00";"8";"G";""
"10.000.022";"20.000.285";"30.001.931";"RRWI-5";"-177.685.553.698.731.000,00";"25.073.355.173.222.000,00";"339.003.752.737.328.000,00";"-177.686.631.475.888.000,00";"-177.684.060.161.128.000,00";"25.073.167.911.021.600,00";"25.073.614.673.189.900,00";"338.998.335.369.929.000,00";"339.008.221.681.877.000,00";"1,00";"true";"false";"false";"true";"false";"false";"true";"-0,04";"";"4.943.155.973.696,00";"9";"G";""
"10.000.022";"20.000.285";"30.001.932";"Y-4U62";"-180.614.763.305.324.000,00";"37.004.251.708.688.300,00";"333.355.356.270.865.000,00";"-180.617.601.865.607.000,00";"-180.612.784.995.725.000,00";"37.003.766.618.347.200,00";"37.004.589.789.158.900,00";"333.353.724.725.604.000,00";"333.358.995.388.337.000,00";"0,45";"false";"false";"false";"true";"false";"false";"false";"-0,06";"";"2.635.331.366.400,00";"3.803";"G";""
"10.000.022";"20.000.285";"30.001.933";"EAWE-2";"-188.051.663.672.672.000,00";"25.890.228.142.819.500,00";"331.730.438.814.649.000,00";"-188.055.629.244.056.000,00";"-188.043.511.106.637.000,00";"25.889.639.433.252.900,00";"25.890.514.502.253.300,00";"331.728.641.917.294.000,00";"331.736.128.756.707.000,00";"10,38";"false";"false";"true";"false";"false";"false";"false";"-0,06";"";"6.059.068.709.360,00";"3.796";"G";""
"10.000.022";"20.000.285";"30.001.934";"I-3FET";"-179.812.412.859.845.000,00";"27.522.232.064.340.600,00";"342.528.674.189.211.000,00";"-179.818.488.621.413.000,00";"-179.812.088.072.710.000,00";"27.522.211.171.068.600,00";"27.522.622.706.351.400,00";"342.521.371.254.122.000,00";"342.529.781.808.477.000,00";"1,94";"false";"true";"false";"false";"false";"false";"false";"-0,03";"";"4.205.277.177.568,00";"3.801";"G";""
"10.000.022";"20.000.285";"30.001.935";"QCKK-T";"-184.529.979.228.021.000,00";"36.354.299.807.759.700,00";"334.267.544.166.276.000,00";"-184.530.947.965.662.000,00";"-184.529.166.840.717.000,00";"36.354.165.044.538.500,00";"36.354.412.826.442.200,00";"334.265.194.452.586.000,00";"334.267.637.885.061.000,00";"0,02";"false";"false";"true";"false";"false";"false";"false";"-0,06";"";"1.221.716.237.152,00";"7";"G";""
"10.000.022";"20.000.285";"30.001.936";"RP-H66";"-188.077.589.136.730.000,00";"33.330.560.470.632.600,00";"330.613.054.251.862.000,00";"-188.082.051.380.441.000,00";"-188.075.648.425.279.000,00";"33.330.556.257.224.000,00";"33.330.570.164.765.600,00";"330.611.998.977.978.000,00";"330.621.050.826.816.000,00";"2,66";"false";"true";"false";"false";"false";"false";"false";"-0,07";"";"4.525.924.418.912,00";"9";"G";""
"10.000.022";"20.000.286";"30.001.937";"JU-UYK";"-183.876.898.835.427.000,00";"58.655.962.585.567.200,00";"330.901.147.659.794.000,00";"-183.877.604.720.659.000,00";"-183.876.785.082.541.000,00";"58.655.951.453.623.900,00";"58.656.031.664.479.600,00";"330.899.478.300.617.000,00";"330.901.313.083.265.000,00";"0,04";"true";"false";"true";"false";"false";"false";"true";"-0,06";"";"917.391.324.384,00";"3.799";"G";""
"10.000.022";"20.000.286";"30.001.938";"O-FTHE";"-185.686.928.814.072.000,00";"60.703.046.280.390.800,00";"334.927.392.841.138.000,00";"-185.687.120.787.195.000,00";"-185.685.513.828.812.000,00";"60.703.014.426.767.700,00";"60.703.281.044.770.900,00";"334.926.537.087.580.000,00";"334.927.930.093.145.000,00";"0,02";"false";"false";"true";"false";"false";"false";"false";"-0,04";"";"803.479.191.456,00";"6";"G";""
"10.000.022";"20.000.286";"30.001.939";"W-Q233";"-185.563.466.515.902.000,00";"53.419.880.641.768.000,00";"343.261.061.194.816.000,00";"-185.566.848.996.991.000,00";"-185.562.038.107.750.000,00";"53.419.342.536.531.300,00";"53.420.107.881.368.100,00";"343.257.351.038.902.000,00";"343.261.394.775.372.000,00";"0,65";"false";"false";"false";"true";"false";"false";"false";"-0,03";"";"2.405.444.620.672,00";"3.799";"G";""
"10.000.022";"20.000.286";"30.001.940";"4XW2-D";"-182.422.218.394.027.000,00";"45.546.257.171.312.100,00";"344.088.792.697.023.000,00";"-182.423.298.385.135.000,00";"-182.418.863.576.318.000,00";"45.546.255.549.321.400,00";"45.546.262.105.992.600,00";"344.086.713.183.845.000,00";"344.089.649.247.060.000,00";"0,06";"false";"false";"true";"false";"false";"false";"false";"-0,03";"";"2.217.404.408.672,00";"7";"G";""
"10.000.022";"20.000.286";"30.001.941";"J5NU-K";"-191.838.708.926.578.000,00";"59.582.445.765.801.500,00";"340.549.804.992.575.000,00";"-191.841.214.288.079.000,00";"-191.838.370.023.528.000,00";"59.582.392.847.145.800,00";"59.582.836.965.386.000,00";"340.548.184.475.944.000,00";"340.549.847.269.978.000,00";"0,12";"false";"false";"true";"false";"false";"false";"false";"-0,03";"";"1.422.132.275.520,00";"3.802";"G";""
"10.000.022";"20.000.286";"30.001.942";"EOT-XL";"-176.800.733.203.894.000,00";"34.431.481.856.440.300,00";"348.029.816.375.978.000,00";"-176.801.765.160.594.000,00";"-176.796.752.209.773.000,00";"34.431.151.558.876.700,00";"34.431.567.476.457.100,00";"348.028.067.945.262.000,00";"348.031.205.156.133.000,00";"0,22";"false";"true";"false";"false";"false";"false";"false";"-0,02";"";"2.506.475.410.288,00";"3.797";"G";""
"10.000.022";"20.000.286";"30.001.943";"RVRE-Z";"-195.374.224.209.119.000,00";"63.306.842.335.907.700,00";"344.311.322.050.452.000,00";"-195.374.610.492.015.000,00";"-195.372.262.054.662.000,00";"63.306.777.358.812.200,00";"63.307.172.387.968.000,00";"344.311.096.946.843.000,00";"344.313.692.742.894.000,00";"0,06";"false";"false";"false";"true";"false";"false";"false";"-0,02";"";"1.297.898.025.504,00";"8";"G";""
"10.000.022";"20.000.286";"30.001.944";"B-2UL0";"-193.183.272.356.892.000,00";"70.323.298.796.686.200,00";"346.526.345.446.904.000,00";"-193.184.560.329.945.000,00";"-193.182.680.811.099.000,00";"70.323.250.704.994.400,00";"70.323.320.882.291.400,00";"346.523.701.010.721.000,00";"346.526.504.047.887.000,00";"0,09";"false";"true";"false";"false";"false";"false";"false";"-0,02";"";"1.401.518.583.424,00";"3.802";"G";""
"10.000.022";"20.000.286";"30.001.945";"L-A9FS";"-193.748.085.519.167.000,00";"65.307.558.094.332.400,00";"350.687.397.154.984.000,00";"-193.748.965.152.298.000,00";"-193.747.364.946.022.000,00";"65.307.416.230.232.500,00";"65.307.731.273.307.900,00";"350.685.970.540.242.000,00";"350.687.909.215.714.000,00";"0,04";"false";"false";"true";"false";"false";"false";"false";"-0,01";"";"969.337.736.352,00";"3.797";"G";""
"10.000.022";"20.000.286";"30.001.946";"OOO-FS";"-198.613.641.852.438.000,00";"71.229.567.809.851.800,00";"348.736.984.172.655.000,00";"-198.614.716.394.372.000,00";"-198.609.101.907.429.000,00";"71.229.565.407.087.900,00";"71.229.577.806.978.700,00";"348.735.240.027.348.000,00";"348.739.714.512.761.000,00";"0,72";"false";"false";"true";"false";"false";"false";"false";"-0,01";"";"2.807.243.471.888,00";"3.799";"G";""
"10.000.022";"20.000.286";"30.001.947";"373Z-7";"-196.561.425.074.639.000,00";"72.449.737.699.004.700,00";"354.940.938.913.506.000,00";"-196.566.078.966.648.000,00";"-196.559.520.412.883.000,00";"72.449.306.912.499.600,00";"72.449.914.004.207.100,00";"354.940.244.138.750.000,00";"354.941.383.142.834.000,00";"0,74";"false";"true";"false";"false";"false";"false";"false";"-0,01";"";"3.279.276.882.496,00";"3.799";"G";""
"10.000.022";"20.000.287";"30.001.948";"JVJ2-N";"-197.821.752.816.998.000,00";"96.711.917.261.365.500,00";"276.997.193.347.579.000,00";"-197.822.008.347.174.000,00";"-197.820.700.153.499.000,00";"96.711.890.627.941.600,00";"96.712.026.974.899.100,00";"276.996.073.689.115.000,00";"277.004.986.603.489.000,00";"4,04";"true";"false";"false";"true";"false";"false";"true";"-0,17";"";"4.456.457.186.992,00";"3.796";"G";""
"10.000.022";"20.000.287";"30.001.949";"2B-3M4";"-195.226.381.380.549.000,00";"99.926.209.207.216.300,00";"278.543.127.891.632.000,00";"-195.228.343.794.794.000,00";"-195.225.053.755.313.000,00";"99.926.135.112.154.800,00";"99.926.318.712.977.400,00";"278.541.128.039.429.000,00";"278.547.161.622.148.000,00";"0,22";"false";"false";"true";"false";"false";"false";"false";"-0,14";"";"3.016.791.359.120,00";"3.797";"G";""
"10.000.022";"20.000.287";"30.001.950";"A-XASO";"-190.915.338.649.783.000,00";"99.384.419.095.980.000,00";"278.101.129.626.758.000,00";"-190.916.380.045.828.000,00";"-190.909.414.827.423.000,00";"99.384.227.212.331.600,00";"99.385.510.583.214.300,00";"278.095.867.253.843.000,00";"278.105.085.809.792.000,00";"0,03";"false";"true";"false";"false";"false";"false";"false";"-0,15";"";"4.609.277.974.512,00";"3.800";"G";""
"10.000.022";"20.000.287";"30.001.951";"5J-UEX";"-203.338.932.890.443.000,00";"99.227.255.598.120.800,00";"276.152.805.983.257.000,00";"-203.340.888.434.242.000,00";"-203.338.582.269.639.000,00";"99.227.116.213.254.400,00";"99.227.280.589.679.400,00";"276.151.437.352.771.000,00";"276.153.889.162.835.000,00";"0,04";"false";"false";"false";"true";"false";"false";"false";"-0,15";"";"1.225.905.031.696,00";"3.802";"G";""
"10.000.022";"20.000.287";"30.001.952";"1H4V-O";"-205.718.057.705.849.000,00";"109.673.422.798.052.000,00";"268.757.633.547.959.000,00";"-205.719.055.584.074.000,00";"-205.716.450.107.388.000,00";"109.673.223.582.162.000,00";"109.673.743.733.118.000,00";"268.755.444.420.522.000,00";"268.758.698.164.433.000,00";"0,04";"false";"false";"true";"false";"false";"false";"false";"-0,10";"";"1.626.871.955.712,00";"3.802";"G";""
"10.000.022";"20.000.287";"30.001.953";"LGL-SD";"-208.279.999.713.045.000,00";"95.974.152.630.985.700,00";"274.843.084.493.383.000,00";"-208.282.971.205.291.000,00";"-208.279.432.323.156.000,00";"95.974.087.160.770.000,00";"95.974.495.510.852.500,00";"274.840.546.491.048.000,00";"274.846.368.544.092.000,00";"0,05";"false";"false";"true";"false";"false";"false";"false";"-0,17";"";"2.911.026.521.984,00";"7";"G";""
"10.000.022";"20.000.287";"30.001.954";"A-DZA8";"-213.493.092.631.263.000,00";"92.239.020.838.302.700,00";"271.933.135.063.869.000,00";"-213.496.071.297.052.000,00";"-213.489.148.735.726.000,00";"92.238.661.903.863.000,00";"92.239.496.084.615.800,00";"271.932.809.621.269.000,00";"271.940.295.703.924.000,00";"2,66";"true";"false";"false";"true";"false";"false";"true";"-0,19";"";"3.743.041.327.648,00";"9";"G";""
"10.000.022";"20.000.287";"30.001.955";"O-CT8N";"-215.629.912.938.172.000,00";"109.722.673.087.170.000,00";"277.931.540.012.710.000,00";"-215.630.973.974.307.000,00";"-215.627.366.563.062.000,00";"109.722.625.913.936.000,00";"109.722.786.294.192.000,00";"277.928.893.405.101.000,00";"277.934.661.046.176.000,00";"0,05";"false";"false";"true";"false";"false";"false";"false";"-0,07";"";"2.883.820.537.360,00";"7";"G";""
"10.000.022";"20.000.288";"30.001.956";"Z-6YQC";"-216.231.171.829.834.000,00";"86.465.470.000.094.100,00";"275.764.100.584.866.000,00";"-216.237.725.274.880.000,00";"-216.229.612.162.108.000,00";"86.465.138.067.154.000,00";"86.465.548.997.232.600,00";"275.754.847.481.674.000,00";"275.766.100.990.947.000,00";"1,87";"true";"false";"false";"true";"false";"false";"true";"-0,21";"";"5.626.754.636.544,00";"3.802";"G";""
